"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int"
"Non_Starchy_Vegetables","nRPLC_165.0556_2.3",0.556047814093455,1.25278688527475e-06,0.000105860491805716,"165.0556_2.3","Phenyllactate (PLA)","C05607","HMDB00779",NA,NA,"-0.687607008","nRPLC",70000,"[M-H]-","YES","Y","Amino Acid","Phenylalanine Metabolism","Phenyllactate (PLA)",72163.0986654434
"Eggs","nHILIC_181.0367_6.8",-0.527385052985747,5.36935798498054e-06,0.000113427687432714,"181.0367_6.8","1-Methyluric acid","C16359","HMDB03099","708-79-2","HMDB","-0.055360249","nHILIC",9e+05,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","1-Methyluric acid",1132694.65653544
"Rice_Pasta_Noodles","pRPLC_730.4663_11.3",0.518488552365953,8.21498405427864e-06,0.000115694358764424,"730.4663_11.3","PS(32:3)",NA,NA,NA,NA,"1.283261944","pRPLC",50000,"[M+H]+","YES","Y",NA,NA,"PS(32:3)",88801.3255105558
"Mixed_Meal","nHILIC_224.0617_4.8",0.527566783108789,5.32224836520959e-06,0.000125353989567133,"224.0617_4.8","Androstenediol (3beta,17beta) disulfate","C04295","HMDB03818",NA,NA,"4.106181136","nHILIC",2e+06,"[M-H]2-","YES","Y","Lipid","Androgenic Steroids","Androstenediol (3beta,17beta) disulfate",2293139.04003664
"Mixed_Meal","pRPLC_277.0384_5.1",0.525315971811173,5.93391666589981e-06,0.000125353989567133,"277.0384_5.1","Dihydroferulic acid",NA,NA,NA,NA,"2.70466605368801|3.44210826679891","pRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Food Component/Plant","Dihydroferulic acid",41240.1928245056
"Non_Starchy_Vegetables","pRPLC_310.3104_11.1",0.544177881802223,2.32655393053694e-06,0.000131062538086914,"310.3104_11.1","Oleoyl Ethyl Amide",NA,NA,NA,NA,"-0.145084214","pRPLC",1e+05,"[M+H]+","YES","Y","Lipid","Long Chain Fatty Acid","Oleoyl Ethyl Amide",180217.381895923
"Rice_Pasta_Noodles","pRPLC_265.1184_2.6",-0.512362894801624,1.09340380361235e-05,0.000142142494469605,"265.1184_2.6","Alpha-N-Phenylacetyl-L-glutamine","C04148","HMDB06344",NA,"HMDB","0.427812354","pRPLC",8e+05,"[M+H]+","YES","Y","Peptide","Acetylated Peptides","Alpha-N-Phenylacetyl-L-glutamine",898568.987267584
"Rice_Pasta_Noodles","nHILIC_243.0621_5.8",-0.508107174809564,1.32937505969687e-05,0.000160474560777693,"243.0621_5.8","Pseudouridine","C02067","HMDB00767","1445-07-4","HMDB","-0.639678767","nHILIC",4e+06,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Pseudouridine",3621498.36168909
"Rice_Pasta_Noodles","nHILIC_197.0679_1.4",-0.504754183300669,1.54780729927358e-05,0.00017438628905149,"197.0679_1.4","5-Acetylamino-6-amino-3-methyluracil","C16366","HMDB04400",NA,NA,"-0.556384702","nHILIC",2e+06,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","5-Acetylamino-6-amino-3-methyluracil",2311093.17950897
"Sauces, Spices, and Herbs","pRPLC_313.1548_3.5",0.536979009927143,3.34819693943057e-06,0.000188615094254589,"313.1548_3.5","Phenylalanylphenylalanine",NA,"HMDB13302","2577-40-4","HMDB","0.40840946","pRPLC",20000,"[M+H]+","YES","Y","Peptide","Dipeptide","Phenylalanylphenylalanine",24994.2125917431
"Nuts_Seeds","nHILIC_88.988_11",-0.534549575265904,3.77873371752022e-06,0.000212868666086972,"88.988_11","Oxalate (ethanedioate)","C00209","HMDB02329",NA,NA,"-0.317261083","nHILIC",2e+05,"[M-H]-","YES","Y","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","Oxalate (ethanedioate)",185575.736972802
"Eggs","pHILIC_738.5403_4.4",0.511545017772995,1.13547865147564e-05,0.000213217657888203,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207
"Cereals_Grains","pHILIC_816.5884_5",-0.531210881675875,4.45534443492507e-06,0.000214416372130553,"816.5884_5","PC(P-40:7)",NA,NA,NA,NA,"-2.170838629","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-40:7)",183312.274582332
"Cereals_Grains","pHILIC_776.5554_3",-0.52854616694462,5.07494371906635e-06,0.000214416372130553,"776.5554_3","PE(P-40:6)",NA,NA,NA,NA,"-4.474728145","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-40:6)",2494677.80316315
"Salad","pHILIC_179.0484_7.4",0.532836969731254,4.11278438510764e-06,0.000231686853694397,"179.0484_7.4","Cys-Gly or Gly-Cys",NA,NA,NA,NA,"-0.52171094","pHILIC",1e+05,"[M+H]+","YES","Y","Peptide","Dipeptide","Cys-Gly or Gly-Cys",141483.331294597
"Non_Starchy_Vegetables","pHILIC_738.5403_4.4",0.52645657443785,5.61618694304502e-06,0.000237283898343652,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207
"Salad","nRPLC_498.2892_10.3",0.526342865621953,5.64713371152329e-06,0.000238591399311859,"498.2892_10.3","Tauroursodeoxycholic acid",NA,"HMDB00874","14605-22-2","HMDB","-0.55851986","nRPLC",3e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Tauroursodeoxycholic acid",1287255.96127625
"Fats and Oils","nRPLC_203.002_1.9",-0.524876450673065,6.06077211585548e-06,0.000256067621894894,"203.002_1.9","4-Methylcatechol sulfate",NA,NA,NA,NA,"0.176188064","nRPLC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","4-Methylcatechol sulfate",390287.42294474
"Fats and Oils","nRPLC_539.2494_7",-0.525670989378621,5.833266034191e-06,0.000256067621894894,"539.2494_7","Tetrahydroaldosterone-3-glucuronide",NA,"HMDB10357","20605-81-6","HMDB","-0.707297131","nRPLC",6e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydroaldosterone-3-glucuronide",642400.722422243
"Rice_Pasta_Noodles","nRPLC_411.127_3.6",0.493040206554848,2.60111926364138e-05,0.000258581856209055,"411.127_3.6","N6-Carbamoyl-L-threonyladenosine",NA,"HMDB41623",NA,"HMDB","0.044534029","nRPLC",20000,"[M-H]-","YES","Y","Nucleotide","""Purine Metabolism, Adenine containing""","N6-Carbamoyl-L-threonyladenosine",19343.2457115189
"Rice_Pasta_Noodles","nHILIC_969.5442_9.2",0.493749493220191,2.52198932119164e-05,0.000258581856209055,"969.5442_9.2","PIP(38:2)",NA,NA,NA,NA,"-3.379307608","nHILIC",90000,"[M-H]-","YES","Y",NA,NA,"PIP(38:2)",99117.3563546428
"Mixed_Meal","nHILIC_287.052_8.1",0.506841780381389,1.40819706227242e-05,0.00026442811502671,"287.052_8.1","Orotidine","C01103","HMDB00788","314-50-1","HMDB","-0.29636261","nHILIC",1e+05,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Orotate containing""","Orotidine",108933.221253313
"Rice_Pasta_Noodles","pHILIC_104.0705_8.1",0.490998320700071,2.84197061983154e-05,0.000266829463750851,"104.0705_8.1","2-Aminobutyrate","C02261","HMDB00650",NA,NA,"-1.053110896","pHILIC",2e+05,"[M+H]+","YES","Y","Amino Acid","Glutathione Metabolism","2-Aminobutyrate",184792.635611111
"Beverages","nHILIC_160.0615_7.2",-0.514968456206611,9.68849557458043e-06,0.000272892625350682,"160.0615_7.2","N-acetylthreonine",NA,NA,NA,NA,"-0.124170556","nHILIC",60000,"[M-H]-","YES","Y","Amino Acid","""Glycine, Serine and Threonine Metabolism""","N-acetylthreonine",90863.7902522834
"Mixed_Meal","pHILIC_703.5724_5.7",-0.503597104354955,1.63063097273026e-05,0.000275576634391414,"703.5724_5.7","SM(d18:1/16:0)","C00550","HMDB13464",NA,"HMDB","-3.494027714","pHILIC",1e+07,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/16:0)",15280610.1709847
"Tea","nRPLC_369.1741_9.5",0.550534776501427,1.67503954958242e-06,0.00028308168387943,"369.1741_9.5","Androsterone sulfate",NA,"HMDB02759","2479-86-9","HMDB","-0.0398723458189992|-0.0398723458189992|-0.0398723458189992|0.510012145841384","nRPLC",6e+06,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone sulfate",7676563.60608563
