"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int"
"Fruits","pRPLC_181.0718_3.1",-0.385348971481215,8.19173454748963e-05,0.0019777187693225,"181.0718_3.1","Paraxanthine","C13747","HMDB01860","611-59-6","HMDB","-1.141368661","pRPLC",1e+06,"[M+H]+","YES","Y","Xenobiotics","Xanthine Metabolism","Paraxanthine",1875926.3698157
"Starchy_Vegetables","nRPLC_409.3322_11.2",0.3798185586563,0.000105532204904973,0.00198166029210449,"409.3322_11.2","MG(22:2)",NA,"HMDB11553",NA,"HMDB","-0.316713371","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(22:2)",23693.7044724771
"Nuts_Seeds","nHILIC_179.0348_2.2",-0.388003009722711,7.24240275159065e-05,0.00203994344169803,"179.0348_2.2","4-Hydroxyphenylpyruvic acid","C01179","HMDB00707","156-39-8","HMDB","-0.99279013","nHILIC",50000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","4-Hydroxyphenylpyruvic acid",69155.0101814169
"Bread_Products","nHILIC_243.0621_5.8",-0.381612803584163,9.72544018231376e-05,0.00205449923851378,"243.0621_5.8","Pseudouridine","C02067","HMDB00767","1445-07-4","HMDB","-0.639678767","nHILIC",4e+06,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Pseudouridine",3621498.36168909
"Nuts_Seeds","nRPLC_327.2538_10.5",-0.384227972838817,8.62647056028995e-05,0.00208267646384143,"327.2538_10.5","MG(16:1)",NA,"HMDB11534",NA,"HMDB","-0.851882898","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(16:1)",19787.7690314985
"Sauces, Spices, and Herbs","pHILIC_752.5554_4.3",-0.358958072485885,0.000263658499622087,0.00212182316362537,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605
"Fats and Oils","pHILIC_157.0607_8.3",0.38061437169302,0.000101783077115027,0.00215016750405494,"157.0607_8.3","Imidazolelactic acid","C05132","HMDB02320","876-19-7","HMDB","-0.462226333","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","Imidazolelactic acid",114795.189091805
"Nuts_Seeds","nRPLC_351.254_10.3",-0.377584404638543,0.000116754128233179,0.00219238307460081,"351.254_10.3","MG(18:3)",NA,"HMDB11539",NA,"HMDB","-0.226082185","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:3)",65304.7963167176
"Nuts_Seeds","nRPLC_409.3322_11.2",-0.378633715877652,0.000111352317683382,0.00219238307460081,"409.3322_11.2","MG(22:2)",NA,"HMDB11553",NA,"HMDB","-0.316713371","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(22:2)",23693.7044724771
"Fats and Oils","nHILIC_160.0615_7.2",0.374854056547788,0.000131970803817857,0.00223030658452178,"160.0615_7.2","N-acetylthreonine",NA,NA,NA,NA,"-0.124170556","nHILIC",60000,"[M-H]-","YES","Y","Amino Acid","""Glycine, Serine and Threonine Metabolism""","N-acetylthreonine",90863.7902522834
