data_set1,data_set2,cor,p,p_adjust,p_adjust2,Mass,Compounds_ID,Metabolite,KEGG,HMDB,CAS,ChEBI,ppm,Mode,med,Ions,MSMS,Used.for.Quant,Super.pathway,Sub.pathway
BetaCaro,pHILIC_104.0705_8.1,0.0053801055628571,0.955514815394555,0.963527805811058,0.980038575176664,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
VitB1,pHILIC_104.0705_8.1,-0.287230837088175,0.0023464424634553,0.01525187601246,0.0192591903559667,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
VitB2,pHILIC_104.0705_8.1,-0.434858767247514,2.06296748372988e-06,3.8737944972261e-05,0.0001207712402076,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
VitB3,pHILIC_104.0705_8.1,-0.253415609842432,0.0075572617280291,0.0327481341547931,0.0428963202141682,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
VitB_NE,pHILIC_104.0705_8.1,-0.306313963195356,0.0011357137632393,0.0087243466357931,0.0118285909038776,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
VitB6,pHILIC_104.0705_8.1,-0.282004190912178,0.0028383446853641,0.0208556631228931,0.0219732526765832,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
VitB12,pHILIC_104.0705_8.1,-0.0323528495591948,0.737224418135213,0.890361620883523,0.853803867757577,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Biot,pHILIC_104.0705_8.1,-0.297250832347858,0.0016128063716255,0.0181709517869808,0.0149645313632023,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
VitC,pHILIC_104.0705_8.1,-0.170710027347637,0.0745730002479127,0.195311363140581,0.206348583015309,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
VitD_IU,pHILIC_104.0705_8.1,0.363572368539656,9.45773559816979e-05,0.0019979466451133,0.0021223874021845,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
VitE_a_Toco,pHILIC_104.0705_8.1,-0.074472937740892,0.4393858443191,0.593445609810184,0.634873206576251,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Folate,pHILIC_104.0705_8.1,-0.150724198964809,0.116010007950593,0.280081304909289,0.275916527141121,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
VitK,pHILIC_104.0705_8.1,0.185369912304148,0.0525250933969883,0.15851322828734,0.163243324620689,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Panto,pHILIC_104.0705_8.1,-0.340734000965783,0.0002700534139552,0.0050710029953828,0.0043444058429136,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Ca,pHILIC_104.0705_8.1,-0.204299579024469,0.0322845756439254,0.0992016960695164,0.117934255536585,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Chrom,pHILIC_104.0705_8.1,-0.206375794258457,0.0305331504141441,0.174957061722338,0.113668091545922,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Cu,pHILIC_104.0705_8.1,-0.140749338818908,0.14247405395721,0.28363202437549,0.314124857001086,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Fluor,pHILIC_104.0705_8.1,0.0159236681424162,0.868856242341719,0.916981490690681,0.932589500513522,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Iodine,pHILIC_104.0705_8.1,-0.154885656455542,0.106167117519798,0.276119026667462,0.259890372130317,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Fe,pHILIC_104.0705_8.1,-0.200111040465466,0.0360770977677084,0.119549598485151,0.127171414681371,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Mg,pHILIC_104.0705_8.1,-0.308931799794733,0.0010241638980288,0.0082420808936603,0.0109598996829677,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Mn,pHILIC_104.0705_8.1,-0.19237488196317,0.0440679210564174,0.135408702882446,0.145867098633529,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Moly,pHILIC_104.0705_8.1,-0.321750172108923,0.0006089133313868,0.0096031964046537,0.0077120960620729,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Phos,pHILIC_104.0705_8.1,-0.123922968400844,0.197104181774407,0.350637965472367,0.385640488456393,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
K,pHILIC_104.0705_8.1,-0.212721791256257,0.0256705358571397,0.0923046927629066,0.100275180842739,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Se,pHILIC_104.0705_8.1,-0.069688615679962,0.469415058333902,0.678043973148969,0.661404857243473,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Na,pHILIC_104.0705_8.1,0.108766597192728,0.258020739367791,0.411372688237327,0.45619655793867,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Zn,pHILIC_104.0705_8.1,0.034826253794468,0.717951524975508,0.898768946080451,0.840503438662348,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
W3,pHILIC_104.0705_8.1,0.0186588560376271,0.84658538742071,0.899829751409434,0.919182966062174,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
W6,pHILIC_104.0705_8.1,0.0880495799666255,0.360348791679854,0.716458185810534,0.560002202740402,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Alcohol,pHILIC_104.0705_8.1,0.0506901931163752,0.598951924563293,0.769083568494285,0.763565668703874,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Caff,pHILIC_104.0705_8.1,-0.084312705448007,0.381172353602165,0.536817731323049,0.579635880598805,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Chln,pHILIC_104.0705_8.1,0.0330569573341996,0.731720754537137,0.81826370002289,0.850370269562905,104.0705_8.1,pHILIC_104.0705_8.1,2-Aminobutyrate,C02261,HMDB00650,,,-1.053110896,pHILIC,200000.0,[M+H]+,YES,Y,Amino Acid,Glutathione Metabolism
Energy,nHILIC_188.0023_1.6,0.0644439154584519,0.503579564949248,0.715167617448932,0.690533092965464,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
percent_carb_cal,nHILIC_188.0023_1.6,-0.0978529266801538,0.309148926164983,0.502942704607588,0.510611641464089,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
percent_pro_cal,nHILIC_188.0023_1.6,0.118479673678692,0.217658781975395,0.390921270966636,0.410608616291831,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
percent_fat_cal,nHILIC_188.0023_1.6,0.0623677002244634,0.517453193997845,0.741098218522337,0.702992303752267,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
TotFib,nHILIC_188.0023_1.6,0.0602463498766925,0.531827203505676,0.677503203622847,0.713003481784215,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
TotSolFib,nHILIC_188.0023_1.6,0.0995770880266399,0.300660521355015,0.479354982160354,0.501960165848438,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
SolFib,nHILIC_188.0023_1.6,0.096995359518289,0.313428500586734,0.557572806306926,0.51511542747805,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Sugar,nHILIC_188.0023_1.6,-0.123282049785135,0.199448857515633,0.415434063019966,0.388699612003377,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
SugAdd,nHILIC_188.0023_1.6,0.281378801103477,0.0029030310888455,0.0258216975797314,0.0223388741089257,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
MonSac,nHILIC_188.0023_1.6,-0.021240584545978,0.825674025409393,0.890413124872636,0.90598581962415,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Disacc,nHILIC_188.0023_1.6,-0.27033225048806,0.0042866068642769,0.0329289345483093,0.0288251784409375,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
SatFat,nHILIC_188.0023_1.6,0.0601289985808584,0.532628144541978,0.666771529093292,0.713436562085016,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
MonoFat,nHILIC_188.0023_1.6,0.146084309267982,0.127802608228329,0.392922043493544,0.293444747987989,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
PolyFat,nHILIC_188.0023_1.6,-0.0122135617895063,0.89922666985693,0.976661116314276,0.949024776942208,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
TransFat,nHILIC_188.0023_1.6,-0.13647053003234,0.155135185196457,0.275977329454751,0.330161092364751,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Chol,nHILIC_188.0023_1.6,-0.0436817631185668,0.650461580936315,0.752931556015324,0.798107449376243,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Water,nHILIC_188.0023_1.6,-0.323591684751243,0.0005640147487231,0.0089620446023348,0.0072300189187989,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitA_IU,nHILIC_188.0023_1.6,-0.251429664836008,0.0080587221489245,0.0592140888334019,0.0450293039849763,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Caroten,nHILIC_188.0023_1.6,-0.213904331237355,0.0248415661530878,0.135426602576511,0.0979339383948977,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Retinol,nHILIC_188.0023_1.6,-0.267172792523295,0.0047784136942795,0.0339084228457423,0.0311048339096377,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
BetaCaro,nHILIC_188.0023_1.6,0.0254923122642762,0.791506893157921,0.874278855841102,0.884863609837181,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitB1,nHILIC_188.0023_1.6,-0.126947021024262,0.186309474749598,0.358955891355092,0.371581822607915,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitB2,nHILIC_188.0023_1.6,-0.292376240059364,0.0019387350082904,0.0117016505857527,0.0169251944144806,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitB3,nHILIC_188.0023_1.6,0.0176568565116588,0.854730966479252,0.931932473128991,0.923612651315558,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitB_NE,nHILIC_188.0023_1.6,-0.0732091545549859,0.447210603514003,0.635114218435852,0.640803931478951,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitB6,nHILIC_188.0023_1.6,-0.0243458803742043,0.800683773236958,0.914294308628689,0.890344451506323,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitB12,nHILIC_188.0023_1.6,0.0508853272782313,0.597544154730254,0.782829163948937,0.76220492650511,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Biot,nHILIC_188.0023_1.6,0.206402875326727,0.0305108482694226,0.101104575637891,0.113632294365579,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitC,nHILIC_188.0023_1.6,-0.0786795303454078,0.413906209046776,0.588808937766487,0.610021483630302,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitD_IU,nHILIC_188.0023_1.6,0.178726023555384,0.0617408106467148,0.208683939985896,0.181750235673221,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitE_a_Toco,nHILIC_188.0023_1.6,0.173959755539967,0.0691332974358729,0.204974162573027,0.195895901655525,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Folate,nHILIC_188.0023_1.6,-0.101788708601976,0.289998571422845,0.526986651295277,0.491116884899682,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
VitK,nHILIC_188.0023_1.6,-0.0279837705450624,0.771662970105821,0.825386341442302,0.873582561076572,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Panto,nHILIC_188.0023_1.6,-0.378412793951296,4.57896371214993e-05,0.0015476897347066,0.0012580913487646,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Ca,nHILIC_188.0023_1.6,-0.328628763449354,0.0004562753260553,0.0045359135354915,0.0062874739930429,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Chrom,nHILIC_188.0023_1.6,-0.0475363018355803,0.621907646164059,0.802308337417755,0.778075434452918,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Cu,nHILIC_188.0023_1.6,-0.328168385288774,0.00046527210748,0.0041384729560071,0.0063528083333829,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Fluor,nHILIC_188.0023_1.6,-0.0257089608104316,0.789775834349308,0.883921298046576,0.883891555660268,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Iodine,nHILIC_188.0023_1.6,-0.422852826981406,4.18386420866559e-06,0.0001414146102528,0.0002141421240972,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Fe,nHILIC_188.0023_1.6,0.0179186401715964,0.852601332169159,0.941762255794692,0.922503652417735,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Mg,nHILIC_188.0023_1.6,-0.466940806124015,2.71606368515298e-07,6.55735375415504e-06,2.55858699357892e-05,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Mn,nHILIC_188.0023_1.6,-0.195299637336266,0.0408889655035124,0.128892518425019,0.139255689739529,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Moly,nHILIC_188.0023_1.6,-0.0292475537309685,0.761652359220547,0.846667751873857,0.867843808871446,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Phos,nHILIC_188.0023_1.6,-0.203875308954915,0.0326527297438376,0.0935307004526873,0.118822503917663,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
K,nHILIC_188.0023_1.6,-0.32063082128712,0.0006377835488429,0.0076989585538904,0.0078903691256722,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Se,nHILIC_188.0023_1.6,-0.266685333294445,0.0048586181157948,0.0174703502461559,0.031444105825993,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Na,nHILIC_188.0023_1.6,0.0384821980108391,0.689788556345877,0.844648804785952,0.823489844795196,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Zn,nHILIC_188.0023_1.6,-0.296835589301061,0.0016384958477534,0.0213004460207954,0.0150677693103984,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
W3,nHILIC_188.0023_1.6,-0.140207717453519,0.144032051490678,0.246630435324663,0.315577976778065,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
W6,nHILIC_188.0023_1.6,-0.0327500385604795,0.734118133279436,0.934620258508553,0.852050795012375,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Alcohol,nHILIC_188.0023_1.6,0.0755253813474822,0.432929183754914,0.620042644530342,0.628687856500123,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Caff,nHILIC_188.0023_1.6,-0.10384279267987,0.280323601779376,0.442754100006679,0.481283416661461,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Chln,nHILIC_188.0023_1.6,-0.0226217190277182,0.814536067656452,0.871244274898357,0.898829562399759,188.0023_1.6,nHILIC_188.0023_1.6,2-Aminophenol sulfate,,HMDB61116,,,0.008428144,nHILIC,800000.0,[M-H]-,YES,Y,Xenobiotics,Chemical
Energy,nRPLC_151.04_2.3,-0.0906313084749764,0.346381956730834,0.597332149872561,0.547089258761785,151.04_2.3,nRPLC_151.04_2.3,2-Hydroxyphenylacetate,C05852,HMDB00669,,,-0.421724085,nRPLC,20000.0,[M-H]-,YES,Y,Amino Acid,Tyrosine Metabolism
percent_carb_cal,nRPLC_151.04_2.3,-0.0699865074309255,0.467513249152627,0.64762081235077,0.659867030044135,151.04_2.3,nRPLC_151.04_2.3,2-Hydroxyphenylacetate,C05852,HMDB00669,,,-0.421724085,nRPLC,20000.0,[M-H]-,YES,Y,Amino Acid,Tyrosine Metabolism
percent_pro_cal,nRPLC_151.04_2.3,-0.0092707523708964,0.92342225449459,0.940200458312875,0.963123808226145,151.04_2.3,nRPLC_151.04_2.3,2-Hydroxyphenylacetate,C05852,HMDB00669,,,-0.421724085,nRPLC,20000.0,[M-H]-,YES,Y,Amino Acid,Tyrosine Metabolism
percent_fat_cal,nRPLC_151.04_2.3,0.0919131457063954,0.339575438251637,0.546554752995492,0.540917161732156,151.04_2.3,nRPLC_151.04_2.3,2-Hydroxyphenylacetate,C05852,HMDB00669,,,-0.421724085,nRPLC,20000.0,[M-H]-,YES,Y,Amino Acid,Tyrosine Metabolism
TotFib,nRPLC_151.04_2.3,0.0859192025960982,0.372132484063744,0.522649815816668,0.571395722490379,151.04_2.3,nRPLC_151.04_2.3,2-Hydroxyphenylacetate,C05852,HMDB00669,,,-0.421724085,nRPLC,20000.0,[M-H]-,YES,Y,Amino Acid,Tyrosine Metabolism
TotSolFib,nRPLC_151.04_2.3,-0.181623697860212,0.0575709651632332,0.164861763958984,0.173565511601171,151.04_2.3,nRPLC_151.04_2.3,2-Hydroxyphenylacetate,C05852,HMDB00669,,,-0.421724085,nRPLC,20000.0,[M-H]-,YES,Y,Amino Acid,Tyrosine Metabolism
SolFib,nRPLC_151.04_2.3,-0.0493146253186052,0.608917544588778,0.763589728724751,0.770131946749744,151.04_2.3,nRPLC_151.04_2.3,2-Hydroxyphenylacetate,C05852,HMDB00669,,,-0.421724085,nRPLC,20000.0,[M-H]-,YES,Y,Amino Acid,Tyrosine Metabolism
Sugar,nRPLC_151.04_2.3,-0.159001978832494,0.0970856521701877,0.273457920279362,0.24620503581211,151.04_2.3,nRPLC_151.04_2.3,2-Hydroxyphenylacetate,C05852,HMDB00669,,,-0.421724085,nRPLC,20000.0,[M-H]-,YES,Y,Amino Acid,Tyrosine Metabolism
