data_set1,data_set2,cor,p,p_adjust,p_adjust2,Mass,Compounds_ID,Metabolite,KEGG,HMDB,CAS,ChEBI,ppm,Mode,med,Ions,MSMS,Used.for.Quant,Super.pathway,Sub.pathway
TransFat,pHILIC_170.0923_8.5,0.239252211137527,0.0118256163092546,0.0525928725332641,0.0584881531098807,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Chol,pHILIC_170.0923_8.5,0.137057286511511,0.153350760966622,0.291194141610776,0.32868216462743,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Water,pHILIC_170.0923_8.5,-0.265403496063026,0.0050752863451826,0.037292321405907,0.0322864629217334,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitA_IU,pHILIC_170.0923_8.5,-0.190768071912518,0.0459002267352205,0.194039020389626,0.149610018510688,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Caroten,pHILIC_170.0923_8.5,-0.26319187548769,0.005469429152845,0.0487379478781874,0.0340354462644485,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Retinol,pHILIC_170.0923_8.5,0.223662542837101,0.0188323135486954,0.0739275170133901,0.0800574430259442,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
BetaCaro,pHILIC_170.0923_8.5,-0.0437268982323492,0.650124174058313,0.784792752970392,0.798021409762959,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitB1,pHILIC_170.0923_8.5,-0.463700104954441,3.36527522402879e-07,1.89577170953622e-05,2.95517354721822e-05,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitB2,pHILIC_170.0923_8.5,-0.0546044606538977,0.571001476826039,0.704274552334311,0.743705137113688,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitB3,pHILIC_170.0923_8.5,-0.344046918317408,0.0002330661940359,0.0023169521642401,0.0039388186792082,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitB_NE,pHILIC_170.0923_8.5,-0.348379889240514,0.0001917503406449,0.0024439849380846,0.0034418994011151,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitB6,pHILIC_170.0923_8.5,-0.32869195260865,0.0004550530434278,0.0059156895645616,0.0062802929275546,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitB12,pHILIC_170.0923_8.5,-0.0202566390655226,0.833630204981697,0.936521396149174,0.911717442746152,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Biot,pHILIC_170.0923_8.5,0.05434267699396,0.572851536752153,0.734005294325045,0.744963712307843,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitC,pHILIC_170.0923_8.5,-0.157810411828639,0.0996491329475538,0.231012691985444,0.249855313122635,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitD_IU,pHILIC_170.0923_8.5,0.304192612847585,0.001234110325363,0.0128828018474232,0.0125612797548605,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitE_a_Toco,pHILIC_170.0923_8.5,0.0473647884032073,0.623166748164734,0.726311589240277,0.778511733924229,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Folate,pHILIC_170.0923_8.5,-0.181361914200274,0.057937934175297,0.181324275474541,0.17402752394639,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
VitK,pHILIC_170.0923_8.5,-0.0206899361578333,0.830124445696986,0.871372865358948,0.908976119817592,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Panto,pHILIC_170.0923_8.5,-0.18541504741793,0.0524665979477573,0.161215546421291,0.163174763131271,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Ca,pHILIC_170.0923_8.5,0.167857488156592,0.0796272918899782,0.186902949019532,0.216172341076926,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Chrom,pHILIC_170.0923_8.5,-0.200661688853611,0.0355580718773638,0.193848843460467,0.12613609893289,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Cu,pHILIC_170.0923_8.5,0.0179457212398659,0.852381085357954,0.913844731259214,0.922503652417735,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Fluor,pHILIC_170.0923_8.5,0.0991076828433034,0.302956181096062,0.46972105142417,0.504195190278229,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Iodine,pHILIC_170.0923_8.5,0.14898198357281,0.120334973258653,0.276119026667462,0.282304964766306,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Fe,pHILIC_170.0923_8.5,-0.080367583600868,0.403929083317434,0.57364718555165,0.601695127103652,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Mg,pHILIC_170.0923_8.5,-0.224574272135504,0.0183410431502025,0.0659497083486004,0.078603216983906,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Mn,pHILIC_170.0923_8.5,-0.0875982288288019,0.3628258555894,0.542633359244324,0.561962854662676,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Moly,pHILIC_170.0923_8.5,-0.100461736256774,0.296365232547578,0.491036512750399,0.497571394175943,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Phos,pHILIC_170.0923_8.5,-0.0828409878361413,0.389569385482773,0.569074080997423,0.587832376308827,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
K,pHILIC_170.0923_8.5,-0.235181023874359,0.0133903203253964,0.0565741033747998,0.0635933717680676,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Se,pHILIC_170.0923_8.5,-0.26800327861689,0.004644486807871,0.0174366777913076,0.0305851753961655,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Na,pHILIC_170.0923_8.5,0.465785347211186,2.93249696423653e-07,1.23897996738993e-05,2.66907746152948e-05,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Zn,pHILIC_170.0923_8.5,0.149388199596851,0.119315600360773,0.395379146293543,0.280574910063388,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
W3,pHILIC_170.0923_8.5,0.102528924468006,0.286486839862969,0.429484070442657,0.487381315223669,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
W6,pHILIC_170.0923_8.5,0.174167377063366,0.0687969828688923,0.322963614023411,0.195251766652937,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Alcohol,pHILIC_170.0923_8.5,-0.122383893393309,0.202768296544313,0.406560166220313,0.392728993744122,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Caff,pHILIC_170.0923_8.5,-0.014435281867029,0.881019611950127,0.948358690570518,0.938187447376584,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Chln,pHILIC_170.0923_8.5,0.112404487363586,0.242343043758731,0.390056899002149,0.439109328053418,170.0923_8.5,pHILIC_170.0923_8.5,1-Methylhistidine,C01152,HMDB00001,,,-0.630517121,pHILIC,2000000.0,[M+H]+,YES,Y,Amino Acid,Histidine Metabolism
Energy,nHILIC_181.0367_6.8,0.136605935373687,0.154722021576489,0.414480216977893,0.330102941539581,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
percent_carb_cal,nHILIC_181.0367_6.8,-0.0971849269961749,0.312479195170395,0.502942704607588,0.514215717644907,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
percent_pro_cal,nHILIC_181.0367_6.8,-0.158469384489862,0.0982249497262826,0.240579949329591,0.247621974302931,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
percent_fat_cal,nHILIC_181.0367_6.8,0.118741457338629,0.216636743200197,0.40679566223148,0.40933186141242,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
TotFib,nHILIC_181.0367_6.8,-0.241075669734335,0.0111782861567133,0.0429347809201032,0.0561547443105331,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
TotSolFib,nHILIC_181.0367_6.8,-0.402370512346972,1.31530442129347e-05,0.0011114322359929,0.0005056301159453,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
SolFib,nHILIC_181.0367_6.8,-0.29146451076096,0.0020059356612326,0.021949147232216,0.0173261000170304,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Sugar,nHILIC_181.0367_6.8,0.131911883540322,0.169531707181283,0.387173763697795,0.349964392999021,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
SugAdd,nHILIC_181.0367_6.8,0.380010008188411,4.22614129075771e-05,0.0014284357562761,0.0011946266856655,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
MonSac,nHILIC_181.0367_6.8,-0.208758928266166,0.0286226627087077,0.114942616409328,0.108540723912741,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Disacc,nHILIC_181.0367_6.8,-0.32648935905607,0.0004994845492885,0.0161813379268189,0.0066974298023613,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
SatFat,nHILIC_181.0367_6.8,0.156411223301386,0.102726910006952,0.275569012558333,0.254790955776818,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
MonoFat,nHILIC_181.0367_6.8,0.0704468855915056,0.464582390892181,0.751547467819097,0.656868899008882,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
PolyFat,nHILIC_181.0367_6.8,-0.0445754383714575,0.643794150467967,0.90352809241206,0.793622929499254,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
TransFat,nHILIC_181.0367_6.8,-0.303614883391171,0.0012622205199429,0.0096961485395617,0.0127397052100363,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Chol,nHILIC_181.0367_6.8,-0.189179315907379,0.047773719533854,0.146795610931297,0.153043349737028,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Water,nHILIC_181.0367_6.8,0.0299426344832168,0.756163124457138,0.863456540765245,0.864669105803981,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitA_IU,nHILIC_181.0367_6.8,-0.234910213191664,0.0135005238764232,0.0845032790783526,0.0639472196515719,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Caroten,nHILIC_181.0367_6.8,-0.192844287146506,0.0435442775274613,0.183974572553524,0.144775832892899,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Retinol,nHILIC_181.0367_6.8,0.0263137713351152,0.784948731537812,0.848155612244374,0.880940457133715,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
BetaCaro,nHILIC_181.0367_6.8,-0.0758540722226322,0.430923840788026,0.595716071093445,0.626791952247215,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitB1,nHILIC_181.0367_6.8,-0.0749152618559591,0.436665602639428,0.599971437772872,0.632166446232641,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitB2,nHILIC_181.0367_6.8,0.199109040939498,0.0370378959692106,0.107920765841321,0.129792032158145,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitB3,nHILIC_181.0367_6.8,-0.102384492103903,0.28716982224864,0.475942557143957,0.487709536951284,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitB_NE,nHILIC_181.0367_6.8,-0.176631754275883,0.0649054294790081,0.168754116645421,0.187635220912153,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitB6,nHILIC_181.0367_6.8,-0.0526185156474739,0.585105930726652,0.784784938831779,0.75244706698042,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitB12,nHILIC_181.0367_6.8,0.0198684770869943,0.836773555139203,0.936521396149174,0.913210986388746,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Biot,nHILIC_181.0367_6.8,-0.0867045535759112,0.367761360742375,0.552642388352603,0.567057756613781,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitC,nHILIC_181.0367_6.8,-0.397143866170975,1.74106244007717e-05,0.000490399253955,0.0006331860231024,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitD_IU,nHILIC_181.0367_6.8,0.031170309578097,0.746497588467718,0.813320137447844,0.859652725624242,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitE_a_Toco,nHILIC_181.0367_6.8,-0.0333729031306761,0.729255559500947,0.810817036550395,0.849072806015385,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Folate,nHILIC_181.0367_6.8,-0.189820234523088,0.0470104470864828,0.152783953031069,0.151752128250189,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
VitK,nHILIC_181.0367_6.8,-0.124302103356616,0.195726591605713,0.334385995203034,0.38378351160516,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Panto,nHILIC_181.0367_6.8,-0.271144682536142,0.004167691995859,0.0335399974904851,0.0281735978920074,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Ca,nHILIC_181.0367_6.8,0.166259705128697,0.0825761331878835,0.187557415385534,0.221314908726473,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Chrom,nHILIC_181.0367_6.8,-0.214536222830308,0.0244080530094491,0.164998438343876,0.0969317338422001,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Cu,nHILIC_181.0367_6.8,0.0475272748128238,0.621973887538561,0.775035518249545,0.778075434452918,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Fluor,nHILIC_181.0367_6.8,-0.104866923361932,0.275581540028036,0.435264301539609,0.475237553721818,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Iodine,nHILIC_181.0367_6.8,-0.375569281783007,5.27613852986609e-05,0.0011543413971202,0.0013940522953395,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Fe,nHILIC_181.0367_6.8,-0.0048655652657382,0.959765525227058,0.971259723133969,0.981685486977133,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Mg,nHILIC_181.0367_6.8,0.0821188260156236,0.393730010089431,0.569852212247099,0.591817368748285,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Mn,nHILIC_181.0367_6.8,-0.314239689175538,0.000828078876293,0.0093774433762317,0.0094605899170367,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Moly,nHILIC_181.0367_6.8,-0.122857779715581,0.201011978877985,0.37858431514428,0.390621050109781,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Phos,nHILIC_181.0367_6.8,-0.0114462648552062,0.90552735133755,0.956463264850287,0.952196347256449,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
K,nHILIC_181.0367_6.8,-0.0584138642571287,0.544402458279382,0.760363764043104,0.722221962284403,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
Se,nHILIC_181.0367_6.8,-0.171423162145399,0.0733506776616409,0.163108743747596,0.204272403135418,181.0367_6.8,nHILIC_181.0367_6.8,1-Methyluric acid,C16359,HMDB03099,708-79-2,HMDB,-0.055360249,nHILIC,900000.0,[M-H]-,YES,Y,Xenobiotics,Xanthine Metabolism
