data_set1,data_set2,cor,p,p_adjust,p_adjust2,Mass,Compounds_ID,Metabolite,KEGG,HMDB,CAS,ChEBI,ppm,Mode,med,Ions,MSMS,Used.for.Quant,Super.pathway,Sub.pathway
Panto,nRPLC_511.3039_10.3,0.190098264532232,0.396794742793239,0.508017511606495,0.595724188937151,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Ca,nRPLC_511.3039_10.3,0.0261811981092296,0.907928412076408,0.958999385255706,0.966521842996006,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Chrom,nRPLC_511.3039_10.3,-0.155948875694107,0.488292866356146,0.63478072626299,0.675361211234095,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Cu,nRPLC_511.3039_10.3,0.376781590180652,0.0839047889338619,0.196596885814874,0.214418029809016,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Fluor,nRPLC_511.3039_10.3,0.0694370906375219,0.758806515299479,0.831534349671066,0.874614587252275,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Iodine,nRPLC_511.3039_10.3,-0.301652934736776,0.172466787627082,0.341670345536436,0.346753090185359,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Fe,nRPLC_511.3039_10.3,0.184406699725878,0.411340769610639,0.569808115280311,0.609189694676338,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Mg,nRPLC_511.3039_10.3,0.119522860933439,0.596255149220149,0.762131077273527,0.764808445018598,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Mn,nRPLC_511.3039_10.3,0.223109340409087,0.31825757333781,0.507410659378206,0.520568496053097,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Moly,nRPLC_511.3039_10.3,0.891299048675076,2.63591316882308e-08,4.454693255311e-06,4.91872380273923e-06,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Phos,nRPLC_511.3039_10.3,0.286854866240255,0.195549440531158,0.429192927919036,0.378056623966671,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
K,nRPLC_511.3039_10.3,-0.109278044282002,0.628318841052363,0.770429530632369,0.788656370418443,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Se,nRPLC_511.3039_10.3,-0.0978949146692932,0.664717717743905,0.814038364483478,0.811707784298862,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Na,nRPLC_511.3039_10.3,-0.109278044282002,0.628318841052363,0.810579268227857,0.788656370418443,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Zn,nRPLC_511.3039_10.3,0.076266968405147,0.735864714439414,0.844627590964601,0.858668609592735,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
W3,nRPLC_511.3039_10.3,-0.220832714486545,0.323348890072396,0.505981133539212,0.526014531125763,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
W6,nRPLC_511.3039_10.3,-0.045532518450834,0.840539105185493,0.967425614996144,0.927066711629905,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Alcohol,nRPLC_511.3039_10.3,0.0,1.0,1.0,1.0,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Caff,nRPLC_511.3039_10.3,0.71310331603257,0.000195194856586,0.0021991953842033,0.0029835500519482,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Chln,nRPLC_511.3039_10.3,0.201481394144941,0.368578826022588,0.55123735927272,0.571367349374234,511.3039_10.3,nRPLC_511.3039_10.3,LysoPG(18:0),,,,,-0.467836755,nRPLC,40000.0,[M-H]-,YES,Y,Lipid,Phospholipid Metabolism
Energy,nRPLC_230.9968_4.1,0.0364260147606672,0.872146205736281,0.8987360290819,0.946657000094507,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
percent_carb_cal,nRPLC_230.9968_4.1,0.631763693505322,0.0016113676607105,0.0121442665920612,0.0135267292755246,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
percent_pro_cal,nRPLC_230.9968_4.1,-0.170746944190628,0.447415476538999,0.613980496547412,0.639971322797799,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
percent_fat_cal,nRPLC_230.9968_4.1,-0.711445600794282,0.0002051841054401,0.0059796878291604,0.0030836141483683,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
TotFib,nRPLC_230.9968_4.1,0.496304451114091,0.0188062925336064,0.117713460673314,0.0784208390239819,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
TotSolFib,nRPLC_230.9968_4.1,0.245875599634504,0.270035135253547,0.460969069271207,0.467925073798805,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
SolFib,nRPLC_230.9968_4.1,0.208311271912566,0.352218280649288,0.577911547861452,0.554060263395798,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Sugar,nRPLC_230.9968_4.1,0.336940636536172,0.125181855489501,0.218100346162121,0.282218444404597,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
SugAdd,nRPLC_230.9968_4.1,0.270918484782463,0.222649479906221,0.376277621041513,0.412380353912328,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
MonSac,nRPLC_230.9968_4.1,0.121799486855981,0.589224520280643,0.846861184854659,0.759925705997657,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Disacc,nRPLC_230.9968_4.1,-0.0739903424826053,0.743488920342134,0.857716571681799,0.863627319349565,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
SatFat,nRPLC_230.9968_4.1,-0.61582731204753,0.0022785727229731,0.0320898991818718,0.0173547413942777,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
MonoFat,nRPLC_230.9968_4.1,0.0204896333028753,0.927886588219679,0.94465562294654,0.97742916272888,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
PolyFat,nRPLC_230.9968_4.1,0.365398460567943,0.0944792077225726,0.246779379395211,0.232358666548897,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
TransFat,nRPLC_230.9968_4.1,-0.689817654530136,0.0003820686617955,0.0043046402562303,0.0048610639257146,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Chol,nRPLC_230.9968_4.1,0.155948875694107,0.488292866356146,0.785918994420844,0.675361211234095,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Water,nRPLC_230.9968_4.1,0.837798339495347,1.14378664870976e-06,6.44333145439833e-05,7.70293008458157e-05,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitA_IU,nRPLC_230.9968_4.1,0.795680759928325,9.54591962909475e-06,0.001613260417317,0.0003314062097589,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Caroten,nRPLC_230.9968_4.1,0.754701493322574,4.93517896006419e-05,0.0072754301652482,0.0010781560474462,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Retinol,nRPLC_230.9968_4.1,0.445080367856903,0.0379246875436729,0.0986041876135495,0.126703254878283,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
BetaCaro,nRPLC_230.9968_4.1,0.457601810430882,0.032242328656176,0.113519865476953,0.113519865476954,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitB1,nRPLC_230.9968_4.1,0.634040319427864,0.0015311949060298,0.0130969589150052,0.0130867488294935,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitB2,nRPLC_230.9968_4.1,0.209449584873837,0.349533434081558,0.492259586331528,0.551774932863681,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitB3,nRPLC_230.9968_4.1,0.648838387924385,0.0010880419273222,0.0060933801083901,0.0103127952836244,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitB_NE,nRPLC_230.9968_4.1,0.61468899908626,0.0023340351078685,0.0139316122677819,0.0176421539756784,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitB6,nRPLC_230.9968_4.1,0.738765111864782,8.60997652692103e-05,0.0013743849642277,0.001626994931469,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitB12,nRPLC_230.9968_4.1,0.513379145533154,0.0145398632800449,0.0585056403411329,0.0659744454910647,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Biot,nRPLC_230.9968_4.1,-0.40068616236734,0.0646047277754822,0.170596859282133,0.179988972530325,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitC,nRPLC_230.9968_4.1,0.479229756695028,0.0240290613734298,0.123057920366959,0.0927708201387114,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitD_IU,nRPLC_230.9968_4.1,0.0910650369016681,0.686919168413006,0.809307749569296,0.826425116383519,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitE_a_Toco,nRPLC_230.9968_4.1,-0.532730465874758,0.0106918342402383,0.0306797948908165,0.0537110259617578,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Folate,nRPLC_230.9968_4.1,0.76266968405147,3.67816708605173e-05,0.0023534288355539,0.0008715699097821,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
VitK,nRPLC_230.9968_4.1,0.20034308118367,0.371347309410205,0.518658638763014,0.573970293423159,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Panto,nRPLC_230.9968_4.1,0.73535017298097,9.65141722046503e-05,0.0010194309439116,0.0017787601655083,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Ca,nRPLC_230.9968_4.1,-0.113831296127085,0.613983808782796,0.780174914919493,0.778518258106951,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Chrom,nRPLC_230.9968_4.1,0.649976700885656,0.0010590369194457,0.0099418307031628,0.0101235791755341,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Cu,nRPLC_230.9968_4.1,0.215141149680191,0.336289890037693,0.473608261803084,0.538653173295353,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Fluor,nRPLC_230.9968_4.1,0.37450496425811,0.0859454511034845,0.138331249871323,0.217953965326702,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Iodine,nRPLC_230.9968_4.1,0.482644695578841,0.0229012428654816,0.0864023696193539,0.0896923621976908,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Fe,nRPLC_230.9968_4.1,0.595337678744655,0.0034660999591176,0.0201989963134785,0.0233955217285731,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Mg,nRPLC_230.9968_4.1,0.586231175054488,0.00414026466426,0.0241277492503427,0.0265457055102196,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Mn,nRPLC_230.9968_4.1,0.799095698812138,8.18932048833256e-06,0.0001153329302106,0.0003006219000573,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Moly,nRPLC_230.9968_4.1,-0.243598973711962,0.274636662928471,0.47360812280522,0.473790560448827,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Phos,nRPLC_230.9968_4.1,0.505410954804258,0.016420611262101,0.067684958616953,0.0716761282040151,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
K,nRPLC_230.9968_4.1,0.754701493322574,4.93517896006419e-05,0.0035464586512827,0.0010781560474462,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Se,nRPLC_230.9968_4.1,0.758116432206387,4.35684969438639e-05,0.0012271793305855,0.0009904645358532,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Na,nRPLC_230.9968_4.1,-0.796819072889596,9.07331047111338e-06,0.0003393520955888,0.000318704477999,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Zn,nRPLC_230.9968_4.1,0.491751199269008,0.0200997596680943,0.117133082203722,0.0818706445416648,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
W3,nRPLC_230.9968_4.1,0.52134733626205,0.0128380385673111,0.0441789495196782,0.0602990621119064,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
W6,nRPLC_230.9968_4.1,0.203758020067482,0.36307754179643,0.659786070576308,0.566170881244886,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Alcohol,nRPLC_230.9968_4.1,0.0,1.0,1.0,1.0,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Caff,nRPLC_230.9968_4.1,0.410505431727316,0.057739269720825,0.125101751061787,0.167531791023463,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Chln,nRPLC_230.9968_4.1,0.713722226716824,0.0001915746774164,0.002667393370722,0.0029332211719978,230.9968_4.1,nRPLC_230.9968_4.1,methyl-4-hydroxybenzoate sulfate,,,,,-0.339123346,nRPLC,30000.0,[M-H]-,YES,Y,Xenobiotics,Benzoate Metabolism
Energy,nRPLC_299.2228_9.3,-0.669328021227261,0.0006575809514389,0.0188554772024944,0.0072358139828489,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
percent_carb_cal,nRPLC_299.2228_9.3,0.832106774688992,1.57491853377764e-06,3.54180029347683e-05,9.16009435522491e-05,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
percent_pro_cal,nRPLC_299.2228_9.3,-0.366536773529214,0.0933795497565455,0.187870760819717,0.230476888170124,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
percent_fat_cal,nRPLC_299.2228_9.3,-0.710307287833011,0.0002122966093193,0.0059796878291604,0.0031587055310183,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
TotFib,nRPLC_299.2228_9.3,0.0352877017993964,0.876111370695276,0.965801427388045,0.949350296070359,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
TotSolFib,nRPLC_299.2228_9.3,-0.0717137165600636,0.75113640596986,0.851960084623532,0.868792457163227,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
SolFib,nRPLC_299.2228_9.3,0.0136597555352502,0.951890759839693,0.986929683514774,0.991635907872078,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
Sugar,nRPLC_299.2228_9.3,0.793404134005783,1.05563904531434e-05,9.38963150832233e-05,0.0003541332932165,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
SugAdd,nRPLC_299.2228_9.3,-0.117246235010898,0.603320799709465,0.784317039622304,0.770451155260575,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
MonSac,nRPLC_299.2228_9.3,0.346047140226339,0.114668269241496,0.365640330222883,0.265739634565609,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
Disacc,nRPLC_299.2228_9.3,-0.305067873620588,0.167419381202688,0.314376393591714,0.341355656142154,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
SatFat,nRPLC_299.2228_9.3,-0.349462079110151,0.110895907267866,0.328796637338058,0.259549161588261,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
MonoFat,nRPLC_299.2228_9.3,-0.7888508821607,1.28625268750435e-05,0.0001976151856256,0.0004042443972623,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
PolyFat,nRPLC_299.2228_9.3,0.173023570113169,0.441290564140057,0.642914701204048,0.634656323539257,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
TransFat,nRPLC_299.2228_9.3,-0.162778753461732,0.469199483977205,0.624367817261005,0.659131081866974,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
Chol,nRPLC_299.2228_9.3,-0.16050212753919,0.475521239743224,0.780224170064125,0.664468602867404,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
Water,nRPLC_299.2228_9.3,0.367675086490485,0.0922893909064578,0.22544491298366,0.228541906095975,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
VitA_IU,nRPLC_299.2228_9.3,0.530453839952217,0.0110957013063378,0.0887867555682701,0.0546667748079581,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
Caroten,nRPLC_299.2228_9.3,0.598752617628468,0.0032382650733759,0.0373238762793701,0.0224151006663278,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
Retinol,nRPLC_299.2228_9.3,-0.352877017993964,0.107214730711558,0.218304692653654,0.254390024631372,299.2228_9.3,nRPLC_299.2228_9.3,MG(14:1)(2),,HMDB11531,,HMDB,0.068240997,nRPLC,20000.0,[M-H]-,YES,Y,Lipid,Monoacylglycerol
