"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int"
"Zn","pRPLC_181.0718_3.1",-0.600536618119235,0.00312432955067965,0.26400584703243,"181.0718_3.1","Paraxanthine","C13747","HMDB01860","611-59-6","HMDB","-1.141368661","pRPLC",1e+06,"[M+H]+","YES","Y","Xenobiotics","Xanthine Metabolism","Paraxanthine",1875926.3698157
"Chol","pRPLC_181.0718_3.1",-0.631803517006301,0.00160993527737189,0.27207906187585,"181.0718_3.1","Paraxanthine","C13747","HMDB01860","611-59-6","HMDB","-1.141368661","pRPLC",1e+06,"[M+H]+","YES","Y","Xenobiotics","Xanthine Metabolism","Paraxanthine",1875926.3698157
"SatFat","pHILIC_212.1026_7.4",-0.595013251943523,0.00348842659814117,0.294772047542929,"212.1026_7.4","N-acetyl-1-methylhistidine",NA,NA,NA,NA,"-1.758906829","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","N-acetyl-1-methylhistidine",178249.095723038
"Mn","nRPLC_448.3069_9.4",-0.539987445514572,0.00948405602638029,0.294777902804905,"448.3069_9.4","Chenodeoxycholic acid glycine conjugate","C05466","HMDB00637","640-79-9","HMDB","0.12576723","nRPLC",2e+06,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Chenodeoxycholic acid glycine conjugate",3351197.0866318
"Mn","pRPLC_675.5429_12.6",-0.534037375822517,0.0104654876735469,0.294777902804905,"675.5429_12.6","SM(d18:1/14:0)",NA,"HMDB12097",NA,"HMDB","-0.97052547","pRPLC",6e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/14:0)",7753977.13475025
"Moly","nHILIC_197.0679_1.4",-0.627641898289814,0.00176558452285979,0.298383784363305,"197.0679_1.4","5-Acetylamino-6-amino-3-methyluracil","C16366","HMDB04400",NA,NA,"-0.556384702","nHILIC",2e+06,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","5-Acetylamino-6-amino-3-methyluracil",2311093.17950897
"Mn","pRPLC_647.5116_11.7",-0.52290166649326,0.0125258177893124,0.302409029484827,"647.5116_11.7","SM(d18:1/12:0)","C00550","HMDB12096",NA,"HMDB","-1.012407775","pRPLC",2e+05,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/12:0)",327144.231265851
"Chol","nHILIC_197.0679_1.4",-0.592441450523734,0.00366971758991685,0.310091136347974,"197.0679_1.4","5-Acetylamino-6-amino-3-methyluracil","C16366","HMDB04400",NA,NA,"-0.556384702","nHILIC",2e+06,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","5-Acetylamino-6-amino-3-methyluracil",2311093.17950897
"Mn","nHILIC_238.0929_7.3",-0.504196295122243,0.0167238618866167,0.314036962093136,"238.0929_7.3","ethyl glucuronide",NA,"HMDB10325",NA,NA,"-1.346310153","nHILIC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","ethyl glucuronide",327738.502754612
"Mn","pHILIC_850.6644_5",-0.5044949909802,0.016648872974467,0.314036962093136,"850.6644_5","PC(P-42:5)",NA,NA,NA,NA,"-4.732279534","pHILIC",3e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-42:5)",744638.653751529
