"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int","class"
"Ca","nRPLC_385.332_10.8",-0.310875198528797,0.0110663207456909,0.0455218979400909,"385.332_10.8","MG(20:0)",NA,"HMDB11542",NA,"HMDB","-0.854067958","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:0)",18392.7279658512,"IR"
"Ca","pHILIC_212.1026_7.4",0.308074897600936,0.0118518550849941,0.0455218979400909,"212.1026_7.4","N-acetyl-1-methylhistidine",NA,NA,NA,NA,"-1.758906829","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","N-acetyl-1-methylhistidine",178249.095723038,"IR"
"Ca","pHILIC_772.5828_5.1",0.310248265485246,0.0112381497085822,0.0455218979400909,"772.5828_5.1","PC(35:2)",NA,NA,NA,NA,"-2.961624547","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(35:2)",2494047.15408437,"IR"
"Ca","nHILIC_111.0199_3.4",-0.309621332441695,0.0114122868631464,0.0455218979400909,"111.0199_3.4","Uracil","C00106","HMDB00300","66-22-8","HMDB","-0.869271189","nHILIC",80000,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Uracil",86078.9332517839,"IR"
"Ca","nHILIC_181.0367_6.8",0.306194098470283,0.0124061549028926,0.0458104100312537,"181.0367_6.8","1-Methyluric acid","C16359","HMDB03099","708-79-2","HMDB","-0.055360249","nHILIC",9e+05,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","1-Methyluric acid",1132694.65653544,"IR"
"Ca","pHILIC_219.0795_5",0.3059851207891,0.0124691056889803,0.0458104100312537,"219.0795_5","Pro-Cys or Cys-Pro","||","HMDB28783|HMDB29014|","||","HMDB|HMDB|Drugbank","-1.34365578532509|-1.34365578532509|2.74010600703997","pHILIC",1e+06,"[M+H]+","YES","Y","Peptide","Dipeptide","Pro-Cys or Cys-Pro",1359196.62924922,"IR"
"Ca","nHILIC_746.5159_4.2",0.303268410933712,0.0133129370998671,0.0478699227633519,"746.5159_4.2","PE(P-38:6)",NA,NA,NA,NA,"3.865781125","nHILIC",9e+05,"[M-H]-","YES","Y",NA,NA,"PE(P-38:6)",1015193.5966055,"IR"
"Caff","nHILIC_217.0651_5",-0.95860725990287,2.24567620895849e-12,3.79519279313985e-10,"217.0651_5","Cys-Pro or Pro-Cys",NA,NA,NA,NA,"-0.609953447563239|-0.609953447563239|3.47380534854027","nHILIC",2e+06,"[M-H]-","YES","Y","Peptide","Dipeptide","Cys-Pro or Pro-Cys",1815250.46724771,"IS"
"Caff","pRPLC_359.3154_11",0.952897865859375,7.98314408590302e-12,6.74575675258806e-10,"359.3154_11","MG(18:0)",NA,"HMDB11131",NA,"HMDB","-0.529800999","pRPLC",2e+06,"[M+H]+","YES","Y","Lipid","Monoacylglycerol","MG(18:0)",2802861.76869317,"IS"
"Caff","nRPLC_204.0666_4.3",0.871824470441741,1.25959508835775e-07,7.09571899774865e-06,"204.0666_4.3","Cinnamoylglycine",NA,"HMDB11621","16534-24-0","HMDB","-0.064479201","nRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Food Component/Plant","Cinnamoylglycine",37753.5388229867,"IS"
"Caff","pHILIC_219.0795_5",-0.852412530693857,4.74308232018669e-07,1.6031618242231e-05,"219.0795_5","Pro-Cys or Cys-Pro","||","HMDB28783|HMDB29014|","||","HMDB|HMDB|Drugbank","-1.34365578532509|-1.34365578532509|2.74010600703997","pHILIC",1e+06,"[M+H]+","YES","Y","Peptide","Dipeptide","Pro-Cys or Cys-Pro",1359196.62924922,"IS"
"Caff","pRPLC_675.5429_12.6",0.855838167119954,3.8067378027329e-07,1.6031618242231e-05,"675.5429_12.6","SM(d18:1/14:0)",NA,"HMDB12097",NA,"HMDB","-0.97052547","pRPLC",6e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/14:0)",7753977.13475025,"IS"
"Caff","nRPLC_429.3008_10.3",0.831858712137273,1.5965990454256e-06,4.49708731128211e-05,"429.3008_10.3","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)","C17337","HMDB12458",NA,NA,"-0.534110352","nRPLC",4e+05,"[M-H]-","YES","Y","Lipid","Sterol","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)",413741.692823932,"IS"
"Caff","pRPLC_676.417_10.7",0.820439924050283,2.92862962785318e-06,7.07054867295982e-05,"676.417_10.7","PS(28:2)",NA,"HMDB12342",NA,"HMDB","-2.093130967","pRPLC",20000,"[M+H]+","YES","Y",NA,NA,"PS(28:2)",28662.0765607863,"IS"
"Caff","pRPLC_310.3104_11.1",0.797602347876301,8.76015950994661e-06,0.000185058369647622,"310.3104_11.1","Oleoyl Ethyl Amide",NA,NA,NA,NA,"-0.145084214","pRPLC",1e+05,"[M+H]+","YES","Y","Lipid","Long Chain Fatty Acid","Oleoyl Ethyl Amide",180217.381895923,"IS"
"Caff","pHILIC_813.6806_5.6",0.793034832641505,1.07288551713352e-05,0.000201464058217295,"813.6806_5.6","SM(d18:1/24:1)","C00550","HMDB12107",NA,"HMDB","-4.682361173","pHILIC",8e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/24:1)",9151088.07254077,"IS"
"Caff","nHILIC_128.0352_7.6",-0.764487862424028,3.43413199420698e-05,0.000580368307020979,"128.0352_7.6","5-oxoproline","C01879","HMDB00267",NA,NA,"-0.929926331","nHILIC",6e+06,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","5-oxoproline",6764532.29940877,"IS"
"Caff","pHILIC_785.6497_5.6",0.758778468380533,4.25185037505856e-05,0.000653238830349907,"785.6497_5.6","SM(d18:1/22:1)","C00550","HMDB12104",NA,"HMDB","-4.33968635","pHILIC",6e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/22:1)",7113340.70454638,"IS"
"Caff","pRPLC_706.4648_11.2",0.746217801484843,6.67018909942336e-05,0.000939384964835456,"706.4648_11.2","PS(30:1)",NA,NA,NA,NA,"-0.799357840943465|-0.799357840943465|-0.799357840943465|-0.799357840943465|-4.15811713242703","pRPLC",1e+05,"[M+H]+","YES","Y",NA,NA,"PS(30:1)",195700.053012678,"IS"
"Caff","nHILIC_261.0725_10.7",0.731373376971755,0.000110005755004353,0.00143007481505659,"261.0725_10.7","Asp-Glu or Glu-Asp",NA,NA,NA,NA,"-1.224100539","nHILIC",2e+06,"[M-H]-","YES","Y","Peptide","Dipeptide","Asp-Glu or Glu-Asp",1924130.56707819,"IS"
"Caff","pHILIC_850.6644_5",0.722238346502163,0.000147343359847917,0.00177864484387843,"850.6644_5","PC(P-42:5)",NA,NA,NA,NA,"-4.732279534","pHILIC",3e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-42:5)",744638.653751529,"IS"
"Caff","nRPLC_511.3039_10.3",0.71310331603257,0.000195194856586099,0.00219919538420338,"511.3039_10.3","LysoPG(18:0)",NA,NA,NA,NA,"-0.467836755","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Phospholipid Metabolism","LysoPG(18:0)",39794.10362895,"IS"
"Caff","nHILIC_716.5258_4.7",0.708535800797774,0.000223789020966799,0.00236377153396181,"716.5258_4.7","PE(34:1)",NA,NA,NA,NA,"3.101006855","nHILIC",60000,"[M-H]-","YES","Y",NA,NA,"PE(34:1)",91053.0190201835,"IS"
"Caff","nRPLC_263.1289_6.8",-0.701684527945579,0.000273443746115527,0.00271835253491318,"263.1289_6.8","gamma-CEHC",NA,"HMDB01931",NA,NA,"0.079019845","nRPLC",10000,"[M-H]-","YES","Y","Cofactors and Vitamins","Tocopherol Metabolism","gamma-CEHC",50145.7769269185,"IS"
"Caff","pRPLC_295.1292_1.3",0.692549497475987,0.000354235143790101,0.00299328696502635,"295.1292_1.3","gamma-glutamylphenylalanine",NA,"HMDB00594",NA,NA,"1.184216396","pRPLC",40000,"[M+H]+","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylphenylalanine",37003.5866857085,"IS"
"Caff","pRPLC_312.1305_2.8",0.693691376284686,0.000343129025523962,0.00299328696502635,"312.1305_2.8","N2,N2-Dimethylguanosine",NA,"HMDB04824","2140-67-2","HMDB","0.80778606","pRPLC",20000,"[M+H]+","YES","Y","Nucleotide","""Purine Metabolism, Guanine containing""","N2,N2-Dimethylguanosine",22571.6899107034,"IS"
"Caff","pRPLC_647.5116_11.7",0.692549497475987,0.000354235143790101,0.00299328696502635,"647.5116_11.7","SM(d18:1/12:0)","C00550","HMDB12096",NA,"HMDB","-1.012407775","pRPLC",2e+05,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/12:0)",327144.231265851,"IS"
"Caff","nHILIC_103.04_4.6",0.685698224623792,0.000427590516359226,0.00344108558403377,"103.04_4.6","Hydroxybutyric acid",NA,NA,NA,NA,"-0.616277523","nHILIC",8e+06,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","Hydroxybutyric acid",8691325.38358818,"IS"
"Caff","pHILIC_772.5828_5.1",0.675421315345501,0.000561960781801073,0.00431688055110824,"772.5828_5.1","PC(35:2)",NA,NA,NA,NA,"-2.961624547","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(35:2)",2494047.15408437,"IS"
"Caff","pHILIC_731.6033_5.7",0.671995678919404,0.000614131430239985,0.00445328296640075,"731.6033_5.7","SM(d18:1/18:0)","C00550","HMDB12088",NA,"HMDB","-3.907645158","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/18:0)",3312948.86080591,"IS"
"Caff","nHILIC_214.0488_7.2",0.670853800110704,0.000632418882802474,0.00445328296640075,"214.0488_7.2","sn-glycero-3-Phosphoethanolamine","C01233","HMDB00114","1190-00-7","HMDB","0.959298616","nHILIC",4e+05,"[M-H]-","YES","Y","Lipid","Phospholipid Metabolism","sn-glycero-3-Phosphoethanolamine",454333.283883792,"IS"
"Caff","pHILIC_758.5668_5.1",0.635455557041033,0.00148308217948906,0.00964003416667887,"758.5668_5.1","PC(34:2)",NA,NA,NA,NA,"-3.478344514","pHILIC",9e+07,"[M+H]+","YES","Y",NA,NA,"PC(34:2)",134071959.911157,"IS"
"Caff","pHILIC_786.5972_5.1",0.635455557041033,0.00148308217948906,0.00964003416667887,"786.5972_5.1","PC(36:2)",NA,NA,NA,NA,"-4.500033554","pHILIC",4e+07,"[M+H]+","YES","Y",NA,NA,"PC(36:2)",60016902.0548643,"IS"
"Caff","pHILIC_782.5665_5.1",0.633171799423635,0.00156137169453328,0.00977303023615274,"782.5665_5.1","PC(36:4)",NA,NA,NA,NA,"-3.755381454","pHILIC",4e+07,"[M+H]+","YES","Y",NA,NA,"PC(36:4)",71577205.8319258,"IS"
"Caff","nRPLC_312.2546_10.4",0.628604284188839,0.00172850273939271,0.0103298310620156,"312.2546_10.4","Palmitoylglycine",NA,"HMDB13034","158305-64-7","HMDB","0.593781152","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Fatty Acid Metabolism(Acyl Glycine)","Palmitoylglycine",12132.0694067278,"IS"
"Caff","pHILIC_742.5724_5.1",0.62746240538014,0.00177257456093758,0.0103298310620156,"742.5724_5.1","PC(P-34:2)",NA,NA,NA,NA,"-2.85939959","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(P-34:2)",2459365.77942056,"IS"
"Caff","nHILIC_188.9862_0.9",-0.625178647762742,0.0018635770326582,0.0104155270443056,"188.9862_0.9","Catechol sulfate",NA,"HMDB59724",NA,"HMDB","-0.599978483","nHILIC",6e+05,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Catechol sulfate",5265869.67064882,"IS"
"Caff","pRPLC_704.4472_10.9",0.624036768954043,0.00191054046374837,0.0104155270443056,"704.4472_10.9","PS(30:2)",NA,NA,NA,NA,"-3.57365132211743|-3.57365132211743|-3.87512554039268","pRPLC",90000,"[M+H]+","YES","Y",NA,NA,"PS(30:2)",106832.863585519,"IS"
"Caff","pHILIC_746.5694_5.1",0.616043617293149,0.00226816034637107,0.0119787218292722,"746.5694_5.1","PC(33:1)",NA,NA,NA,NA,"-0.047015532","pHILIC",9e+05,"[M+H]+","YES","Y",NA,NA,"PC(33:1)",1449721.61659469,"IS"
"Caff","pHILIC_298.1139_4.7",-0.604624829206158,0.00287587271638639,0.0147279542142212,"298.1139_4.7","1-Methylguanosine","C04545","HMDB01563","2140-65-0","HMDB","-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-2.35139493013028|-0.0876856932803102","pHILIC",60000,"[M+H]+","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","1-Methylguanosine",56831.8762373089,"IS"
"Caff","pHILIC_816.5884_5",0.598915435162663,0.00322772418629017,0.0160436878671482,"816.5884_5","PC(P-40:7)",NA,NA,NA,NA,"-2.170838629","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-40:7)",183312.274582332,"IS"
"Caff","nHILIC_777.5678_4.3",0.595489798736566,0.00345567258041071,0.0166859618882689,"777.5678_4.3","PG(36:0)",NA,NA,NA,NA,"3.46095331","nHILIC",3e+05,"[M-H]-","YES","Y",NA,NA,"PG(36:0)",362565.102202854,"IS"
"Caff","nHILIC_238.0929_7.3",0.592064162310469,0.00369696526486213,0.0173551980489361,"238.0929_7.3","ethyl glucuronide",NA,"HMDB10325",NA,NA,"-1.346310153","nHILIC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","ethyl glucuronide",327738.502754612,"IS"
"Caff","pHILIC_104.0705_8.1",-0.586354768266973,0.0041304311216979,0.0183695489359723,"104.0705_8.1","2-Aminobutyrate","C02261","HMDB00650",NA,NA,"-1.053110896","pHILIC",2e+05,"[M+H]+","YES","Y","Amino Acid","Glutathione Metabolism","2-Aminobutyrate",184792.635611111,"IS"
"Caff","nHILIC_202.1197_13.3",0.586354768266973,0.0041304311216979,0.0183695489359723,"202.1197_13.3","Gly-Lys or Lys-Gly",NA,NA,NA,NA,"-0.056245606","nHILIC",90000,"[M-H]-","YES","Y","Peptide","Dipeptide","Gly-Lys or Lys-Gly",90687.1963537207,"IS"
"Caff","pHILIC_158.1174_6.2",-0.570368464945186,0.0055757927562836,0.0241617686105623,"158.1174_6.2","Homostachydrine","C08283","HMDB33433",NA,NA,"-1.01030411","pHILIC",5e+05,"[M+H]+","YES","Y","Xenobiotics","Food Component/Plant","Homostachydrine",671625.393816514,"IS"
"Caff","nRPLC_187.007_2.3",-0.552098404006001,0.00771912138281406,0.031060274135609,"187.007_2.3","p-Cresol sulfate",NA,"HMDB0011635",NA,"HMDB","-0.262926837132504|3.62609691143212|0.819740926145161|0.819740926145161","nRPLC",2e+07,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol sulfate",17881105.7147503,"IS"
"Caff","pHILIC_738.5403_4.4",-0.5532402828147,0.00756775790320255,0.031060274135609,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207,"IS"
"Caff","pHILIC_703.5724_5.7",0.5532402828147,0.00756775790320259,0.031060274135609,"703.5724_5.7","SM(d18:1/16:0)","C00550","HMDB13464",NA,"HMDB","-3.494027714","pHILIC",1e+07,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/16:0)",15280610.1709847,"IS"
"Caff","pHILIC_179.0484_7.4",-0.544105252345108,0.00885017256290709,0.0347832363518907,"179.0484_7.4","Cys-Gly or Gly-Cys",NA,NA,NA,NA,"-0.52171094","pHILIC",1e+05,"[M+H]+","YES","Y","Peptide","Dipeptide","Cys-Gly or Gly-Cys",141483.331294597,"IS"
"Caff","nHILIC_131.0349_5.1",0.54067961591901,0.00937497197909735,0.036008415101533,"131.0349_5.1","Ethylmalonate",NA,"HMDB00622",NA,NA,"-0.596354892","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Ethylmalonate",219116.61201105,"IS"
"Caff","nRPLC_172.9914_0.9",0.531544585449418,0.0109006756421962,0.0400481344245905,"172.9914_0.9","Phenol sulphate","C00850","HMDB60015",NA,"HMDB","0.003620717","nRPLC",1e+06,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","Phenol sulphate",2244594.12642679,"IS"
"Caff","nRPLC_365.2333_9.7",0.532686464258117,0.0106995242076456,0.0400481344245905,"365.2333_9.7","Tetrahydrocortisol","C05472","HMDB00949","53-02-1","HMDB","-0.120680237","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydrocortisol",161875.914821611,"IS"
"Caff","nRPLC_439.3792_11.1",-0.609737262661563,5.50928433687889e-08,9.31069052932532e-06,"439.3792_11.1","MG(24:1)",NA,"HMDB11559",NA,"HMDB","-0.182003771","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:1)",48871.7068565036,"IR"
"Caff","nHILIC_181.0367_6.8",0.569642773159887,5.98309055053192e-07,5.05571151519948e-05,"181.0367_6.8","1-Methyluric acid","C16359","HMDB03099","708-79-2","HMDB","-0.055360249","nHILIC",9e+05,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","1-Methyluric acid",1132694.65653544,"IR"
"Caff","nRPLC_441.3947_11.3",-0.535150641941031,3.66763857404436e-06,0.000206610306337832,"441.3947_11.3","MG(24:0)",NA,"HMDB11558",NA,"HMDB","-0.520377418","nRPLC",1e+05,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:0)",122331.523007717,"IR"
"Caff","pRPLC_277.0384_5.1",0.506407199258652,1.4362559902105e-05,0.000606818155863936,"277.0384_5.1","Dihydroferulic acid",NA,NA,NA,NA,"2.70466605368801|3.44210826679891","pRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Food Component/Plant","Dihydroferulic acid",41240.1928245056,"IR"
"Caff","pRPLC_265.1184_2.6",0.477057531239698,5.12579655828929e-05,0.00159424725374638,"265.1184_2.6","Alpha-N-Phenylacetyl-L-glutamine","C04148","HMDB06344",NA,"HMDB","0.427812354","pRPLC",8e+05,"[M+H]+","YES","Y","Peptide","Acetylated Peptides","Alpha-N-Phenylacetyl-L-glutamine",898568.987267584,"IR"
"Caff","pRPLC_153.0658_1.2",-0.474653534215354,5.66004942158478e-05,0.00159424725374638,"153.0658_1.2","N1-Methyl-2-pyridone-5-carboxamide","C05842","HMDB04193",NA,NA,"-0.378209652","pRPLC",4e+05,"[M+H]+","YES","Y","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","N1-Methyl-2-pyridone-5-carboxamide",478368.264341488,"IR"
"Caff","nHILIC_111.0199_3.4",-0.461651045961943,9.55505379116367e-05,0.0023068629867238,"111.0199_3.4","Uracil","C00106","HMDB00300","66-22-8","HMDB","-0.869271189","nHILIC",80000,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Uracil",86078.9332517839,"IR"
"Caff","pHILIC_813.6806_5.6",-0.456843051913254,0.000115354450228192,0.00243686276107055,"813.6806_5.6","SM(d18:1/24:1)","C00550","HMDB12107",NA,"HMDB","-4.682361173","pHILIC",8e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/24:1)",9151088.07254077,"IR"
"Caff","nHILIC_197.0679_1.4",0.43104711862594,0.000302529609843658,0.00563872933369463,"197.0679_1.4","5-Acetylamino-6-amino-3-methyluracil","C16366","HMDB04400",NA,NA,"-0.556384702","nHILIC",2e+06,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","5-Acetylamino-6-amino-3-methyluracil",2311093.17950897,"IR"
"Caff","pHILIC_792.5536_4.5",-0.428308652450382,0.00033365262329554,0.00563872933369463,"792.5536_4.5","PC(37:6)",NA,NA,NA,NA,"-0.233705843","pHILIC",7e+05,"[M+H]+","YES","Y",NA,NA,"PC(37:6)",875774.634179409,"IR"
"Caff","nRPLC_409.3322_11.2",-0.415933293855496,0.000514110192451384,0.0076663551419102,"409.3322_11.2","MG(22:2)",NA,"HMDB11553",NA,"HMDB","-0.316713371","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(22:2)",23693.7044724771,"IR"
"Caff","pHILIC_785.6497_5.6",-0.41426094809943,0.000544356578123801,0.0076663551419102,"785.6497_5.6","SM(d18:1/22:1)","C00550","HMDB12104",NA,"HMDB","-4.33968635","pHILIC",6e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/22:1)",7113340.70454638,"IR"
"Caff","nHILIC_204.9811_1.1",-0.409390241084889,0.000641897902848855,0.00821803344928961,"204.9811_1.1","1,2,3-benzenetriol sulfate",NA,NA,NA,NA,"-0.624375025449228|-0.624375025449228|-0.624375025449228|-1.95834347547098","nHILIC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","1,2,3-benzenetriol sulfate",1686972.17354645,"IR"
"Caff","pHILIC_731.6033_5.7",-0.40763427804102,0.000680783836035826,0.00821803344928961,"731.6033_5.7","SM(d18:1/18:0)","C00550","HMDB12088",NA,"HMDB","-3.907645158","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"SM(d18:1/18:0)",3312948.86080591,"IR"
"Caff","nHILIC_274.1407_12.3",0.404289586528889,0.000760818033004797,0.00857188317185404,"274.1407_12.3","L-a-glutamyl-L-Lysine","C04700","HMDB04207","5891-53-2","HMDB","-0.511713733","nHILIC",3e+05,"[M-H]-","YES","Y","Peptide","Dipeptide","L-a-glutamyl-L-Lysine",291868.626570846,"IR"
"Caff","nRPLC_391.2856_9.8",0.395384345377839,0.0010171656588343,0.0101118233142939,"391.2856_9.8","Chenodeoxycholic Acid",NA,"HMDB0000518",NA,"HMDB","0.561396883","nRPLC",5e+05,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Chenodeoxycholic Acid",653486.691555401,"IR"
"Caff","nRPLC_539.2494_7",-0.395802431816855,0.00100357208998389,0.0101118233142939,"539.2494_7","Tetrahydroaldosterone-3-glucuronide",NA,"HMDB10357","20605-81-6","HMDB","-0.707297131","nRPLC",6e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Tetrahydroaldosterone-3-glucuronide",642400.722422243,"IR"
"Caff","nRPLC_230.9968_4.1",-0.383907872626838,0.00146169508579161,0.0137236927499324,"230.9968_4.1","methyl-4-hydroxybenzoate sulfate",NA,NA,NA,NA,"-0.339123346","nRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","methyl-4-hydroxybenzoate sulfate",91039.7637821203,"IR"
"Caff","pHILIC_810.597_4.8",-0.364738609397934,0.00260388462128708,0.0231608684735535,"810.597_4.8","PC(38:4)",NA,NA,NA,NA,"-4.613671478","pHILIC",2e+07,"[M+H]+","YES","Y",NA,NA,"PC(38:4)",1724235106.30725,"IR"
"Caff","pRPLC_181.0718_3.1",0.353512988510343,0.00359432431036969,0.0303720404226239,"181.0718_3.1","Paraxanthine","C13747","HMDB01860","611-59-6","HMDB","-1.141368661","pRPLC",1e+06,"[M+H]+","YES","Y","Xenobiotics","Xanthine Metabolism","Paraxanthine",1875926.3698157,"IR"
"Caff","pHILIC_806.567_4.8",-0.349311219798228,0.0040434730276437,0.0325403305557993,"806.567_4.8","PC(38:6)",NA,NA,NA,NA,"-3.022808787","pHILIC",1e+07,"[M+H]+","YES","Y",NA,NA,"PC(38:6)",286283064.776762,"IR"
"Caff","pHILIC_732.5525_5.1",-0.333967447486325,0.00613480500786627,0.0431992519303917,"732.5525_5.1","PC(32:1)",NA,NA,NA,NA,"-1.756540765","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PC(32:1)",4487452.58646876,"IR"
"Caff","nHILIC_742.5417_4.6",-0.335744314852145,0.00585175114820014,0.0431992519303917,"742.5417_4.6","PE(36:2)",NA,NA,NA,NA,"3.328645545","nHILIC",4e+06,"[M-H]-","YES","Y",NA,NA,"PE(36:2)",4361437.97657492,"IR"
"Caff","nRPLC_514.2838_9.6",0.334009256130226,0.00612800906875786,0.0431992519303917,"514.2838_9.6","Taurocholic acid","C05122","HMDB00036","81-24-3","HMDB","-1.151754849","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Taurocholic acid",524948.517295107,"IR"
"Caff","pHILIC_585.2694_4.9",0.327800672510833,0.00721272558967538,0.04688271633289,"585.2694_4.9","Bilirubin","C00486","HMDB00054",NA,NA,"-2.336115852","pHILIC",9e+05,"[M+H]+","YES","Y","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","Bilirubin",1990805.44020459,"IR"
"Caff","nRPLC_367.1585_8.9",-0.3282396632718,0.00713084541955154,0.04688271633289,"367.1585_8.9","Dehydroisoandrosterone sulfate (DHEA-S)","C04555","HMDB01032",NA,NA,"0.095891584","nRPLC",1e+07,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Dehydroisoandrosterone sulfate (DHEA-S)",15133287.4245668,"IR"
"Caff","pHILIC_738.5403_4.4",-0.322825443886537,0.00819986930639967,0.0497838817231554,"738.5403_4.4","PC(P-34:4)",NA,NA,NA,NA,"-3.959555601","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-34:4)",258031.155537207,"IR"
"Caff","nHILIC_740.525_4.5",-0.322595496345078,0.00824821709022692,0.0497838817231554,"740.525_4.5","PE(36:3)",NA,NA,NA,NA,"1.921797659","nHILIC",2e+05,"[M-H]-","YES","Y",NA,NA,"PE(36:3)",237778.71058104,"IR"
"Caff","nHILIC_160.0615_7.2",-0.321194906774373,0.00854811143066901,0.0498148562683815,"160.0615_7.2","N-acetylthreonine",NA,NA,NA,NA,"-0.124170556","nHILIC",60000,"[M-H]-","YES","Y","Amino Acid","""Glycine, Serine and Threonine Metabolism""","N-acetylthreonine",90863.7902522834,"IR"
"Caroten","nHILIC_188.0023_1.6",-0.738765111864782,8.60997652692103e-05,0.00727543016524827,"188.0023_1.6","2-Aminophenol sulfate",NA,"HMDB61116",NA,NA,"0.008428144","nHILIC",8e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","2-Aminophenol sulfate",1302559.29399942,"IS"
"Caroten","nRPLC_230.9968_4.1",0.754701493322574,4.93517896006419e-05,0.00727543016524827,"230.9968_4.1","methyl-4-hydroxybenzoate sulfate",NA,NA,NA,NA,"-0.339123346","nRPLC",30000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","methyl-4-hydroxybenzoate sulfate",91039.7637821203,"IS"
"Caroten","pHILIC_752.5554_4.3",-0.72282873040699,0.000144635845932526,0.00814781932086562,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605,"IS"
"Caroten","nRPLC_151.04_2.3",0.701200784142844,0.000277283044788867,0.0101047393030375,"151.04_2.3","2-Hydroxyphenylacetate","C05852","HMDB00669",NA,NA,"-0.421724085","nRPLC",20000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","2-Hydroxyphenylacetate",89043.6564576962,"IS"
"Caroten","nRPLC_149.0607_4.6",-0.692094280452678,0.000358748140936244,0.0101047393030375,"149.0607_4.6","3-Phenylpropionate (hydrocinnamate)","C05629","HMDB00764",NA,NA,"-0.66345932","nRPLC",70000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","3-Phenylpropionate (hydrocinnamate)",89773.7479554638,"IS"
