"data_set1","data_set2","cor","p","p_adjust","Mass","Metabolite","KEGG","HMDB","CAS","ChEBI","ppm","Mode","med","Ions","MSMS","Used.for.Quant","Super.pathway","Sub.pathway","true_name","mean_int","class"
"BetaCaro","nRPLC_385.332_10.8",-0.33026832734264,0.00676294987699455,0.0415398326576881,"385.332_10.8","MG(20:0)",NA,"HMDB11542",NA,"HMDB","-0.854067958","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:0)",18392.7279658512,"IR"
"Biot","nRPLC_149.0607_4.6",0.96301276523514,7.4230631575458e-13,1.25449767362524e-10,"149.0607_4.6","3-Phenylpropionate (hydrocinnamate)","C05629","HMDB00764",NA,NA,"-0.66345932","nRPLC",70000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","3-Phenylpropionate (hydrocinnamate)",89773.7479554638,"IS"
"Biot","nHILIC_235.0723_6.5",0.942523131932265,5.59563881725465e-11,4.72831480058018e-09,"235.0723_6.5","L-Formylkynurenine","C02700","HMDB60485",NA,"HMDB","-0.537454362","nHILIC",90000,"[M-H]-","YES","Y","Amino Acid","Tryptophan Metabolism","L-Formylkynurenine",140995.630104424,"IS"
"Biot","nRPLC_151.04_2.3",-0.915203620861764,2.4358429601233e-09,1.02914365065209e-07,"151.04_2.3","2-Hydroxyphenylacetate","C05852","HMDB00669",NA,NA,"-0.421724085","nRPLC",20000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","2-Hydroxyphenylacetate",89043.6564576962,"IS"
"Biot","nRPLC_153.0193_2.1",0.915203620861764,2.43584296012326e-09,1.02914365065209e-07,"153.0193_2.1","Gentisic acid","C00628","HMDB00152","490-79-9","HMDB","-0.186201628","nRPLC",50000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","Gentisic acid",69429.248521998,"IS"
"Biot","pHILIC_157.0607_8.3",-0.861702911682035,2.57785557983753e-07,8.71315185985085e-06,"157.0607_8.3","Imidazolelactic acid","C05132","HMDB02320","876-19-7","HMDB","-0.462226333","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","Imidazolelactic acid",114795.189091805,"IS"
"Biot","nRPLC_283.0822_2.4",-0.854873033914409,4.05233483479408e-07,1.14140764513367e-05,"283.0822_2.4","p-Cresol glucuronide",NA,"HMDB11686",NA,NA,"-0.432490496","nRPLC",30000,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol glucuronide",54536.0726051111,"IS"
"Biot","pHILIC_585.2694_4.9",-0.834383400611534,1.38776073431855e-06,3.35045091571192e-05,"585.2694_4.9","Bilirubin","C00486","HMDB00054",NA,NA,"-2.336115852","pHILIC",9e+05,"[M+H]+","YES","Y","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","Bilirubin",1990805.44020459,"IS"
"Biot","pHILIC_189.1345_14.4",0.823000270998825,2.56572218472226e-06,5.42008811522578e-05,"189.1345_14.4","Homoarginine","C01924","HMDB00670",NA,NA,"-0.562257817","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Urea cycle; Arginine and Proline Metabolism","Homoarginine",1298649.91589119,"IS"
"Biot","nRPLC_511.3039_10.3",0.780882691431804,1.7973868432822e-05,0.000337509307238547,"511.3039_10.3","LysoPG(18:0)",NA,NA,NA,NA,"-0.467836755","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Phospholipid Metabolism","LysoPG(18:0)",39794.10362895,"IS"
"Biot","nRPLC_498.2892_10.3",-0.77519112662545,2.26392072949534e-05,0.000382602603284712,"498.2892_10.3","Tauroursodeoxycholic acid",NA,"HMDB00874","14605-22-2","HMDB","-0.55851986","nRPLC",3e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Tauroursodeoxycholic acid",1287255.96127625,"IS"
"Biot","nRPLC_299.2228_9.3",-0.76266968405147,3.67816708605171e-05,0.000565100215947944,"299.2228_9.3","MG(14:1)",NA,"HMDB11531",NA,"HMDB","0.068240997","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(14:1)",23451.1679308869,"IS"
"Biot","nRPLC_351.254_10.3",-0.754701493322574,4.93517896006423e-05,0.000695037703542379,"351.254_10.3","MG(18:3)",NA,"HMDB11539",NA,"HMDB","-0.226082185","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(18:3)",65304.7963167176,"IS"
"Biot","nHILIC_188.0023_1.6",0.728520295213345,0.000120666289279066,0.00156866176062785,"188.0023_1.6","2-Aminophenol sulfate",NA,"HMDB61116",NA,NA,"0.008428144","nHILIC",8e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","2-Aminophenol sulfate",1302559.29399942,"IS"
"Biot","pHILIC_742.5724_5.1",0.718275478561907,0.000166680177194167,0.00201206785327244,"742.5724_5.1","PC(P-34:2)",NA,NA,NA,NA,"-2.85939959","pHILIC",2e+06,"[M+H]+","YES","Y",NA,NA,"PC(P-34:2)",2459365.77942056,"IS"
"Biot","pHILIC_280.1384_8",0.703477410065386,0.000259611289698799,0.00292495386393981,"280.1384_8","N-(1-Deoxy-1-fructosyl)valine",NA,"HMDB37844",NA,"HMDB","-2.443407242","pHILIC",90000,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","N-(1-Deoxy-1-fructosyl)valine",122188.384102992,"IS"
"Biot","pHILIC_790.5707_2",-0.692094280452678,0.000358748140936244,0.00356637857754266,"790.5707_2","PC(P-38:6)",NA,NA,NA,NA,"-4.838662612","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-38:6)",36436730.7765017,"IS"
"Biot","nRPLC_455.2472_11",0.693232593413948,0.000347554662532948,0.00356637857754266,"455.2472_11","Sulfolithocholic acid",NA,"HMDB00907","34669-57-3","HMDB","-0.1746876","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Secondary Bile Acid Metabolism","Sulfolithocholic acid",254661.729426606,"IS"
"Biot","pRPLC_706.4648_11.2",0.682987776762511,0.000460020166049164,0.00431907822568382,"706.4648_11.2","PS(30:1)",NA,NA,NA,NA,"-0.799357840943465|-0.799357840943465|-0.799357840943465|-0.799357840943465|-4.15811713242703","pRPLC",1e+05,"[M+H]+","YES","Y",NA,NA,"PS(30:1)",195700.053012678,"IS"
"Biot","nRPLC_203.002_1.9",0.678434524917427,0.000519258528762567,0.00461866796636178,"203.002_1.9","4-Methylcatechol sulfate",NA,NA,NA,NA,"0.176188064","nRPLC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","4-Methylcatechol sulfate",390287.42294474,"IS"
"Biot","pHILIC_728.5563_4.5",0.673881273072344,0.000584924386652437,0.00494261106721309,"728.5563_4.5","PE(P-36:2)",NA,NA,NA,NA,"-3.532912463","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:2)",919968.524424057,"IS"
"Biot","pHILIC_738.5049_3.9",-0.667051395304719,0.000696716752714032,0.00560691100993673,"738.5049_3.9","PE(36:5)",NA,NA,NA,NA,"-2.623462026","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PE(36:5)",231362.231873159,"IS"
"Biot","pHILIC_212.1026_7.4",-0.663636456420906,0.000759149897599174,0.00583165148610275,"212.1026_7.4","N-acetyl-1-methylhistidine",NA,NA,NA,NA,"-1.758906829","pHILIC",1e+05,"[M+H]+","YES","Y","Amino Acid","Histidine Metabolism","N-acetyl-1-methylhistidine",178249.095723038,"IS"
"Biot","nHILIC_194.0458_4.6",-0.657944891614552,0.000873837888966011,0.00642080883631547,"194.0458_4.6","Hydroxyhippurate",NA,NA,NA,NA,"-0.398768376","nHILIC",70000,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Hydroxyhippurate",1233088.00717227,"IS"
"Biot","nHILIC_88.988_11",0.654529952730739,0.000949506602025996,0.00668610898926639,"88.988_11","Oxalate (ethanedioate)","C00209","HMDB02329",NA,NA,"-0.317261083","nHILIC",2e+05,"[M-H]-","YES","Y","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","Oxalate (ethanedioate)",185575.736972802,"IS"
"Biot","nRPLC_385.332_10.8",-0.640870197195489,0.00131066084030629,0.00851929546199091,"385.332_10.8","MG(20:0)",NA,"HMDB11542",NA,"HMDB","-0.854067958","nRPLC",10000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(20:0)",18392.7279658512,"IS"
"Biot","nHILIC_160.0615_7.2",-0.640870197195489,0.00131066084030629,0.00851929546199091,"160.0615_7.2","N-acetylthreonine",NA,NA,NA,NA,"-0.124170556","nHILIC",60000,"[M-H]-","YES","Y","Amino Acid","""Glycine, Serine and Threonine Metabolism""","N-acetylthreonine",90863.7902522834,"IS"
"Biot","pHILIC_752.5554_4.3",0.637455258311677,0.0014172903144039,0.00855435939765212,"752.5554_4.3","PE(P-38:4)",NA,NA,NA,NA,"-4.617624484","pHILIC",4e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-38:4)",4746778.25347605,"IS"
"Biot","pHILIC_247.1437_5.3",0.637455258311677,0.0014172903144039,0.00855435939765212,"247.1437_5.3","Tryptophan betaine","C09213","HMDB61115",NA,NA,"-1.656926675","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Tryptophan Metabolism","Tryptophan betaine",2191858.73993137,"IS"
"Biot","nHILIC_131.0349_5.1",0.630625380544051,0.00165277000957046,0.00963165971094509,"131.0349_5.1","Ethylmalonate",NA,"HMDB00622",NA,NA,"-0.596354892","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Ethylmalonate",219116.61201105,"IS"
"Biot","nHILIC_425.0806_12.4",0.61468899908626,0.00233403510786858,0.0131483977743263,"425.0806_12.4","Cysteineglutathione disulfide",NA,"HMDB00656","13081-14-6","HMDB","-0.058861097","nHILIC",2e+05,"[M-H]-","YES","Y","Amino Acid","Glutathione Metabolism","Cysteineglutathione disulfide",216241.172901529,"IS"
"Biot","nRPLC_514.2838_9.6",-0.612412373163718,0.00244838088489432,0.0133476248241013,"514.2838_9.6","Taurocholic acid","C05122","HMDB00036","81-24-3","HMDB","-1.151754849","nRPLC",60000,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Taurocholic acid",524948.517295107,"IS"
"Biot","nRPLC_187.007_2.3",-0.610135747241176,0.0025674118022241,0.013559143580496,"187.007_2.3","p-Cresol sulfate",NA,"HMDB0011635",NA,"HMDB","-0.262926837132504|3.62609691143212|0.819740926145161|0.819740926145161","nRPLC",2e+07,"[M-H]-","YES","Y","Amino Acid","Tyrosine Metabolism","p-Cresol sulfate",17881105.7147503,"IS"
"Biot","pRPLC_153.0658_1.2",-0.598752617628468,0.00323826507337592,0.0165838423454706,"153.0658_1.2","N1-Methyl-2-pyridone-5-carboxamide","C05842","HMDB04193",NA,NA,"-0.378209652","pRPLC",4e+05,"[M+H]+","YES","Y","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","N1-Methyl-2-pyridone-5-carboxamide",478368.264341488,"IS"
"Biot","nRPLC_369.1741_9.5",-0.591922739860843,0.00370722232173234,0.0184270756580225,"369.1741_9.5","Androsterone sulfate",NA,"HMDB02759","2479-86-9","HMDB","-0.0398723458189992|-0.0398723458189992|-0.0398723458189992|0.510012145841384","nRPLC",6e+06,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone sulfate",7676563.60608563,"IS"
"Biot","nHILIC_111.0199_3.4",0.585092862093218,0.00423175671540262,0.0204333395686584,"111.0199_3.4","Uracil","C00106","HMDB00300","66-22-8","HMDB","-0.869271189","nHILIC",80000,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Uracil",86078.9332517839,"IS"
"Biot","nRPLC_439.3792_11.1",-0.575986358403051,0.00502633724375351,0.0235958609498429,"439.3792_11.1","MG(24:1)",NA,"HMDB11559",NA,"HMDB","-0.182003771","nRPLC",40000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(24:1)",48871.7068565036,"IS"
"Biot","nHILIC_224.0617_4.8",-0.569156480635426,0.00570064905384588,0.0260380997324312,"224.0617_4.8","Androstenediol (3beta,17beta) disulfate","C04295","HMDB03818",NA,NA,"4.106181136","nHILIC",2e+06,"[M-H]2-","YES","Y","Lipid","Androgenic Steroids","Androstenediol (3beta,17beta) disulfate",2293139.04003664,"IS"
"Biot","nHILIC_181.0367_6.8",-0.566879854712884,0.00594146540150284,0.0264238856014205,"181.0367_6.8","1-Methyluric acid","C16359","HMDB03099","708-79-2","HMDB","-0.055360249","nHILIC",9e+05,"[M-H]-","YES","Y","Xenobiotics","Xanthine Metabolism","1-Methyluric acid",1132694.65653544,"IS"
"Biot","pRPLC_265.1184_2.6",-0.550943473255092,0.00787474898762993,0.0341239122797297,"265.1184_2.6","Alpha-N-Phenylacetyl-L-glutamine","C04148","HMDB06344",NA,"HMDB","0.427812354","pRPLC",8e+05,"[M+H]+","YES","Y","Peptide","Acetylated Peptides","Alpha-N-Phenylacetyl-L-glutamine",898568.987267584,"IS"
"Biot","nRPLC_263.1289_6.8",-0.542975282526196,0.00902053849902807,0.0381117751583936,"263.1289_6.8","gamma-CEHC",NA,"HMDB01931",NA,NA,"0.079019845","nRPLC",10000,"[M-H]-","YES","Y","Cofactors and Vitamins","Tocopherol Metabolism","gamma-CEHC",50145.7769269185,"IS"
"Biot","nHILIC_481.244_5.2",-0.537283717719842,0.0099201991202505,0.0399169916981508,"481.244_5.2","11-beta-Hydroxyandrosterone-3-glucuronide",NA,"HMDB10351",NA,"HMDB","-0.627917462","nHILIC",70000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","11-beta-Hydroxyandrosterone-3-glucuronide",74266.6266585525,"IS"
"Biot","nRPLC_283.1088_9.6",-0.538422030681113,0.00973461150397338,0.0399169916981508,"283.1088_9.6","gamma-glutamylhistidine",NA,NA,NA,NA,"-0.043601897","nRPLC",2e+05,"[M-H]-","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylhistidine",191992.89332212,"IS"
"Biot","nHILIC_243.0621_5.8",0.531592152913487,0.0108922348724792,0.0428090161267206,"243.0621_5.8","Pseudouridine","C02067","HMDB00767","1445-07-4","HMDB","-0.639678767","nHILIC",4e+06,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Pseudouridine",3621498.36168909,"IS"
"Biot","nRPLC_465.2489_8.6",-0.525900588107133,0.0119409268033024,0.0458640143126842,"465.2489_8.6","Androsterone glucuronide","C11135","HMDB02829","1852-43-3","HMDB","-1.047046712","nRPLC",2e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","Androsterone glucuronide",198237.135747197,"IS"
"Biot","nRPLC_448.3069_9.4",-0.517932397378237,0.0135463200340867,0.0497680018643622,"448.3069_9.4","Chenodeoxycholic acid glycine conjugate","C05466","HMDB00637","640-79-9","HMDB","0.12576723","nRPLC",2e+06,"[M-H]-","YES","Y","Lipid","Primary Bile Acid Metabolism","Chenodeoxycholic acid glycine conjugate",3351197.0866318,"IS"
"Biot","pHILIC_740.522_4.4",0.517932397378237,0.0135463200340868,0.0497680018643622,"740.522_4.4","PC(33:4)",NA,NA,NA,NA,"-0.655647531","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PC(33:4)",1396459.05666167,"IS"
"Biot","pHILIC_792.5536_4.5",0.434339212572097,0.000268637000999155,0.0226998265844286,"792.5536_4.5","PC(37:6)",NA,NA,NA,NA,"-0.233705843","pHILIC",7e+05,"[M+H]+","YES","Y",NA,NA,"PC(37:6)",875774.634179409,"IR"
"Biot","pHILIC_728.5563_4.5",0.435258714369305,0.00025981198403304,0.0226998265844286,"728.5563_4.5","PE(P-36:2)",NA,NA,NA,NA,"-3.532912463","pHILIC",8e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:2)",919968.524424057,"IR"
"Biot","nRPLC_467.2636_8.4",-0.403577697901864,0.000778916005586028,0.0438789349813463,"467.2636_8.4","5alpha-Androstan-3alpha,17beta-diol 17-glucuronide",NA,NA,NA,NA,"-3.071418834","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","5alpha-Androstan-3alpha,17beta-diol 17-glucuronide",24570.0742396534,"IR"
"Ca","pHILIC_764.5217_4.2",-0.904958804210327,7.2958397219967e-09,1.23299691301744e-06,"764.5217_4.2","PE(38:6)",NA,NA,NA,NA,"-1.027958319","pHILIC",1e+06,"[M+H]+","YES","Y",NA,NA,"PE(38:6)",1872642.66880632,"IS"
"Ca","nHILIC_188.9862_0.9",-0.852596407991868,4.68807739881518e-07,3.96142540199883e-05,"188.9862_0.9","Catechol sulfate",NA,"HMDB59724",NA,"HMDB","-0.599978483","nHILIC",6e+05,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","Catechol sulfate",5265869.67064882,"IS"
"Ca","pRPLC_153.0658_1.2",0.784297630315617,1.55990750015077e-05,0.00052724873505096,"153.0658_1.2","N1-Methyl-2-pyridone-5-carboxamide","C05842","HMDB04193",NA,NA,"-0.378209652","pRPLC",4e+05,"[M+H]+","YES","Y","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","N1-Methyl-2-pyridone-5-carboxamide",478368.264341488,"IS"
"Ca","pHILIC_722.5093_4.2",-0.785435943276887,1.48710657873392e-05,0.00052724873505096,"722.5093_4.2","PE(P-36:5)",NA,NA,NA,NA,"-3.631556014","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:5)",256706.845536595,"IS"
"Ca","nHILIC_214.0488_7.2",0.794542446967054,1.00400028280729e-05,0.00052724873505096,"214.0488_7.2","sn-glycero-3-Phosphoethanolamine","C01233","HMDB00114","1190-00-7","HMDB","0.959298616","nHILIC",4e+05,"[M-H]-","YES","Y","Lipid","Phospholipid Metabolism","sn-glycero-3-Phosphoethanolamine",454333.283883792,"IS"
"Ca","nHILIC_88.988_11",-0.763807997012741,3.52367498016236e-05,0.000992501786079066,"88.988_11","Oxalate (ethanedioate)","C00209","HMDB02329",NA,NA,"-0.317261083","nHILIC",2e+05,"[M-H]-","YES","Y","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","Oxalate (ethanedioate)",185575.736972802,"IS"
"Ca","nHILIC_132.0302_8.3",-0.751286554438762,5.57931505231686e-05,0.00134700606263078,"132.0302_8.3","Iminodiacetate (IDA)","C19911","HMDB11753",NA,NA,"-0.208339785","nHILIC",1e+05,"[M-H]-","YES","Y","Xenobiotics","Chemical","Iminodiacetate (IDA)",100900.516711519,"IS"
"Ca","nRPLC_117.0557_0.6",-0.733073547058428,0.000104049895242378,0.00195382581066243,"117.0557_0.6","L-_-Hydroxyisovaleric acid",NA,"HMDB00407",NA,NA,"-0.120156208","nRPLC",7e+05,"[M-H]-","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","L-_-Hydroxyisovaleric acid",785823.79617737,"IS"
"Ca","pHILIC_724.5254_4.4",-0.733073547058428,0.000104049895242378,0.00195382581066243,"724.5254_4.4","PE(P-36:4)",NA,NA,NA,NA,"-2.99956413","pHILIC",3e+06,"[M+H]+","YES","Y",NA,NA,"PE(P-36:4)",3189886.13057085,"IS"
"Ca","nRPLC_371.1881_9.5",-0.712583913755553,0.000198278477429877,0.00335090626856493,"371.1881_9.5","5alpha-Androstan-3alpha,17alpha-diol monosulfate",NA,NA,NA,NA,"4.58359800172553|4.58359800172553|4.58359800172553|4.58359800172553|4.58359800172553|4.58359800172553|0.990313205912641|0.990313205912641|4.58359800172553|4.58359800172553|4.58359800172553","nRPLC",1e+05,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","5alpha-Androstan-3alpha,17alpha-diol monosulfate",267847.509900224,"IS"
"Ca","pRPLC_265.1184_2.6",0.702339097104115,0.000268321708760081,0.00377886406503781,"265.1184_2.6","Alpha-N-Phenylacetyl-L-glutamine","C04148","HMDB06344",NA,"HMDB","0.427812354","pRPLC",8e+05,"[M+H]+","YES","Y","Peptide","Acetylated Peptides","Alpha-N-Phenylacetyl-L-glutamine",898568.987267584,"IS"
"Ca","nRPLC_283.1088_9.6",0.703477410065386,0.000259611289698799,0.00377886406503781,"283.1088_9.6","gamma-glutamylhistidine",NA,NA,NA,NA,"-0.043601897","nRPLC",2e+05,"[M-H]-","YES","Y","Peptide","Gamma-glutamyl Amino Acid","gamma-glutamylhistidine",191992.89332212,"IS"
"Ca","nHILIC_287.052_8.1",-0.69550921933649,0.000326066750088103,0.00423886775114533,"287.052_8.1","Orotidine","C01103","HMDB00788","314-50-1","HMDB","-0.29636261","nHILIC",1e+05,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Orotate containing""","Orotidine",108933.221253313,"IS"
"Ca","nRPLC_203.002_1.9",-0.687541028607594,0.000406681382669552,0.00490922526222531,"203.002_1.9","4-Methylcatechol sulfate",NA,NA,NA,NA,"0.176188064","nRPLC",3e+05,"[M-H]-","YES","Y","Xenobiotics","Benzoate Metabolism","4-Methylcatechol sulfate",390287.42294474,"IS"
"Ca","nHILIC_738.511_4.5",0.644285136079302,0.00121092613820282,0.0136431011570851,"738.511_4.5","PE(36:4)",NA,NA,NA,NA,"4.158300184","nHILIC",4e+05,"[M-H]-","YES","Y",NA,NA,"PE(36:4)",433102.703465851,"IS"
"Ca","nHILIC_302.1148_6.5",-0.640870197195489,0.00131066084030629,0.0138438551257352,"302.1148_6.5","Indoleacetyl glutamine",NA,"HMDB13240","4/3/99","HMDB","0.573871095107597|-3.83822583965149|0.573871095107597","nHILIC",70000,"[M-H]-","YES","Y","Amino Acid","Tryptophan Metabolism","Indoleacetyl glutamine",94788.7329473394,"IS"
"Ca","nRPLC_467.2636_8.4",-0.635178632389135,0.00149239426826089,0.0140119239631161,"467.2636_8.4","5alpha-Androstan-3alpha,17beta-diol 17-glucuronide",NA,NA,NA,NA,"-3.071418834","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Androgenic Steroids","5alpha-Androstan-3alpha,17beta-diol 17-glucuronide",24570.0742396534,"IS"
"Ca","nHILIC_243.0621_5.8",-0.637455258311677,0.0014172903144039,0.0140119239631161,"243.0621_5.8","Pseudouridine","C02067","HMDB00767","1445-07-4","HMDB","-0.639678767","nHILIC",4e+06,"[M-H]-","YES","Y","Nucleotide","""Pyrimidine Metabolism, Uracil containing""","Pseudouridine",3621498.36168909,"IS"
"Ca","pHILIC_247.1437_5.3",-0.620380563892614,0.00206770416733304,0.0183916844357518,"247.1437_5.3","Tryptophan betaine","C09213","HMDB61115",NA,NA,"-1.656926675","pHILIC",1e+06,"[M+H]+","YES","Y","Amino Acid","Tryptophan Metabolism","Tryptophan betaine",2191858.73993137,"IS"
"Ca","nRPLC_165.0556_2.3",-0.606720808357364,0.00275507514284382,0.0232803849570303,"165.0556_2.3","Phenyllactate (PLA)","C05607","HMDB00779",NA,NA,"-0.687607008","nRPLC",70000,"[M-H]-","YES","Y","Amino Acid","Phenylalanine Metabolism","Phenyllactate (PLA)",72163.0986654434,"IS"
"Ca","nHILIC_724.5298_4.4",0.597614304667197,0.00331277008396774,0.0266599116281214,"724.5298_4.4","PE(P-36:3)",NA,NA,NA,NA,"1.57083219","nHILIC",4e+05,"[M-H]-","YES","Y",NA,NA,"PE(P-36:3)",470907.857176351,"IS"
"Ca","pHILIC_146.0811_7.5",-0.591922739860843,0.00370722232173234,0.0284782078351257,"146.0811_7.5","Isobutyrylglycine",NA,"HMDB00730",NA,NA,"-0.504729248","pHILIC",5e+05,"[M+H]+","YES","Y","Amino Acid","""Leucine, Isoleucine and Valine Metabolism""","Isobutyrylglycine",1400664.59149643,"IS"
"Ca","nHILIC_165.0405_8.5",-0.586231175054488,0.00414026466425997,0.0304219447069537,"165.0405_8.5","Arabonate | Xylonate",NA,NA,NA,NA,"0.252626081586609|0.252626081586609|-4.97718186883818|0.252626081586609|0.252626081586609|0.252626081586609","nHILIC",5e+05,"[M-H]-","YES","Y","Carbohydrate","Pentose Metabolism","Arabonate | Xylonate",591701.938217125,"IS"
"Ca","nHILIC_151.0611_5.4",0.582816236170676,0.00441981410226441,0.0311228576367785,"151.0611_5.4","Arabitol | Xylitol","C01904",NA,NA,NA,"-0.614815519","nHILIC",1e+05,"[M-H]-","YES","Y","Carbohydrate","Pentose Metabolism","Arabitol | Xylitol",146380.446256473,"IS"
"Ca","pHILIC_790.5707_2",0.568018167674155,0.00582002281609017,0.0393433542367695,"790.5707_2","PC(P-38:6)",NA,NA,NA,NA,"-4.838662612","pHILIC",1e+05,"[M+H]+","YES","Y",NA,NA,"PC(P-38:6)",36436730.7765017,"IS"
"Ca","pHILIC_722.5093_4.2",0.58601521357519,2.3484350861607e-07,3.96885529561158e-05,"722.5093_4.2","PE(P-36:5)",NA,NA,NA,NA,"-3.631556014","pHILIC",2e+05,"[M+H]+","YES","Y",NA,NA,"PE(P-36:5)",256706.845536595,"IR"
"Ca","nRPLC_327.2538_10.5",-0.542840424642648,2.49093890036518e-06,0.000140322891387239,"327.2538_10.5","MG(16:1)",NA,"HMDB11534",NA,"HMDB","-0.851882898","nRPLC",20000,"[M-H]-","YES","Y","Lipid","Monoacylglycerol","MG(16:1)",19787.7690314985,"IR"
"Ca","nHILIC_88.988_11",-0.547354342556215,1.97596838799148e-06,0.000140322891387239,"88.988_11","Oxalate (ethanedioate)","C00209","HMDB02329",NA,NA,"-0.317261083","nHILIC",2e+05,"[M-H]-","YES","Y","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","Oxalate (ethanedioate)",185575.736972802,"IR"
